applicationType,categoryLabels,categoryName,categoryNames,companyName,componentCode,componentId,componentName,createId,createTime,cycle,dataFrequency,dataProductClassification,description,downDate,downPerson,id,identificationStatus,keyword,logo,merchantId,saleType,serviceType,status,upPerson,updateId,updateTime
1,"[""城市治理"", ""绿色低碳"", ""其他""]",交通运输,"[""交通运输"",""城市治理"",""绿色低碳"",""其他""]",重庆新化科创建设工程有限公司,JSDE.00.11.872587,1768186517761,潼南工程渣土治理数据,176794246536583,1768186517000,,2,1,本数据集涵盖工程渣土治理全场景的详细业务数据，包括工地基础信息、渣土车入场记录、工地使用台账、处置场核销明细及核销统计分析数据等全链条数据，为工程渣土规范化、智能化治理提供完整的数据支撑；服务于城市管理部门、建筑施工企业、渣土运输、环保监管机构等单位；典型应用场景：渣土治理精准监管；施工企业渣土运营精细化管理；运输单位作业效能与合规管控等。,,,5794,0,工程治理，交通监管，建筑垃圾，低碳环保，,b92e3b4c54ad25ec19bf16dfd05a2a87,176794373625459,,3,18,,0,1769151277000
1,[],城市治理,"[""城市治理""]",江苏云翼航空科技有限公司,1458127882925203456,1768989631680,淮安市老旧小区实景三维模型数据服务,176890759591023,1768989132000,,10,4,本产品基于无人机倾斜摄影技术，生成覆盖淮安市老旧小区的高精度实景三维模型数据。模型精度达厘米级，可完整还原建筑屋顶、立面结构，用于替代缺失的竣工图纸、辅助工程量精准测算，并为智慧城市应用提供空间数据底座。,,,5868,0,淮安市老旧小区实景三维模型数据服务,0bfc8a2e63b539d4d6936ddcb9b2f985,176890759594973,,1,18,,0,1769151232000
1,[],高质量数据集,"[""高质量数据集""]",南京云问网络技术有限公司,YUNWEN/000002,1768978214520,人口志智能摘要与分析支撑服务接口,175022736951378,1768978490000,,8,4,在《人口志》段落索引基础上，输入段落ID查询段落摘要,,,5856,0,人口,,175022736952954,,1,18,,0,1769151222000
1,[],现代农业,"[""现代农业""]",盐城市盐都区数字科技有限公司,JSDE.00.11.427909,1768722663436,鳜鱼养殖过程监测数据集,176284506574258,1768722663000,,4,1,本产品系统采集鳜鱼养殖全周期核心生产数据，涵盖苗种信息、饵料鱼管理、水质环境、生长表现、病害防治、日常操作及经济效益七大维度。数据来源于合作标准化鳜鱼养殖基地，融合物联网水质传感器、人工巡塘日志、实验室检测报告及销售台账，经清洗、标准化与脱敏处理，为水产企业、技术推广站、保险机构及科研单位提供高质量决策依据。,,,5825,0,鳜鱼养殖,c3b90fec0d90314a9825ce598b4ad336,176284612205460,,99,57,,176284506574258,1769138279000
1,[],金融服务,"[""金融服务""]",上海智保慧民信息科技有限公司,SHZBHM/000002,1768871290709,社保个人参保缴费核验服务,175549457373706,1768871765000,,2,4,聚焦金融服务领域，输出人社数据查询产品、人社数据信用评估报告产品两类数据产品，以报告、接口、模型等形态，赋能金融机构贷款评估与风险管控,,,5832,0,"社保,参保,信用评估",876cf6f1721f49c51999df3366017731,175549457375938,,1,17,,0,1769097601000
1,[],城市治理,"[""城市治理""]",福建省晋江集成电路产业园区开发建设有限公司,JSDE.01.11.460813,1767086258120,晋江集成电路产业园区智慧停车数据集,176664961458916,1767086258000,,2,1,该数据集涵盖了车辆进出记录、停车时长、收费账单与固定车辆信息等结构化数据，全面记录了车辆从入场识别到离场缴费的核心运营流程。,,,5741,0,智慧停车、停车管理,5caedec27d4b37d941f02617e9f374d0,176665161020521,,3,57,,176664961458916,1769070672000
1,"[""社会应用""]",就业创业,"[""就业创业"",""社会应用""]",渠县尊贤人力资源开发有限公司,JSDE.01.11.959733,1767088323428,渠县尊贤人力资源管理数据集,176673451962926,1767088323000,,2,1,该数据集涵盖了订单详情、支付记录、会员权益与企业信息等结构化数据，全面记录了企业会员从下单购买到服务开通的核心商业流程。该数据支持销售业绩统计、用户付费行为分析、会员价值管理等业务场景，数据质量可靠，逻辑清晰，具备较高的商业与决策价值。,,,5742,0,人力资源、智慧招聘,b78981a4a7baefbe730a7ef53d86d2a5,176673558807495,,3,57,,176673451962926,1769069850000
1,[],金融服务,"[""金融服务""]",江苏茴香豆网络科技有限公司,jshxd/000001,1769063744519,按权利人姓名查询接口,176835354803489,1769063765000,,1,4,基于权利人姓名证件号，精准查询该权利人的不动产权证号。,,,5872,0,"权利人,身份证号",439b35d7a7dd6d9c60b69f137e3d4e6e,176835354806666,,1,57,,,1769063765000
1,[],金融服务,"[""金融服务""]",江苏茴香豆网络科技有限公司,jshxd/000002,1769063653602,按不动产权证号查询,176835354803489,1769063740000,,1,4,基于不动产权证号，精准查询该权证对应的不动产抵押登记情况,,,5871,0,不动产权证号,439b35d7a7dd6d9c60b69f137e3d4e6e,176835354806666,,1,57,,,1769063740000
1,[],金融服务,"[""金融服务""]",江苏茴香豆网络科技有限公司,jshxd/000003,1769063044905,按不动产登记证明查询,176835354803489,1769063711000,,1,4,基于不动产登记证明号，精准查询该证明对应的不动产抵押登记情况,,,5870,0,登记证明号,439b35d7a7dd6d9c60b69f137e3d4e6e,176835354806666,,1,57,,,1769063711000
1,[],气象服务,"[""气象服务""]",海天星云（南京）技术有限公司,JSPTZJ202601210002,1768958306450,全球海洋再分析数据集,176785613891309,1768958306000,,2,1,全球海洋再分析数据集气候统计产品：海面高度、海表温度，各垂直层温度、盐度、海流、密度、声速的月平均值。,,,5835,0,全球海洋再分析数据集气候统计产品,e56e86df323665bce6249a5537414ebf,176785890522251,,1,55,,0,1768988330000
1,[],气象服务,"[""气象服务""]",海天星云（南京）技术有限公司,JSPTZJ202601210001,1768958081477,全球海洋实况资料（含海洋融合产品）,176785613891309,1768958081000,,2,1,全球海洋实况资料（含海洋融合产品）包括海表融合产品、全球海洋三维融合产品、全球海洋现场观测资料,,,5834,0,海表融合产品,e56e86df323665bce6249a5537414ebf,176785890522251,,1,55,,0,1768988316000
1,[],气象服务,"[""气象服务""]",海天星云（南京）技术有限公司,JSDE.01.11.719031,1768957745906,全球大气再分析资料数据集,176785613891309,1768957745000,,2,1,全球大气再分析资料数据集包括单层数据、多层数据、气候统计产品,,,5833,0,单层数据、多层数据、气候统计产品,e56e86df323665bce6249a5537414ebf,176785890522251,,1,55,,0,1768988299000
1,[],气象服务,"[""气象服务""]",海天星云（南京）技术有限公司,JSDE.00.11.532396,1768460395004,全球地面观测数据集（含船舶报）,176785613891309,1768460395000,,2,1,全球地面观测数据集，不少于10000个站点（包含地面报、船舶报、民航机场报）,,,5815,0,全球地面观测数据集,e56e86df323665bce6249a5537414ebf,176785890522251,,1,55,,0,1768988285000
1,[],气象服务,"[""气象服务""]",海天星云（南京）技术有限公司,JSPTZJ202601210003,1768958466947,全球海浪再分析数据集,176785613891309,1768958466000,,2,1,全球海浪再分析数据集气候统计产品：有效波高的逐日、逐旬、逐月平均值、极大值、极小值产品。,,,5836,0,全球海浪再分析数据集,e56e86df323665bce6249a5537414ebf,176785890522251,,1,55,,0,1768988238000
1,[],气象服务,"[""气象服务""]",海天星云（南京）技术有限公司,JSPTZJ202601210008,1768959213732,全球大气再分析资料数据集气候统计产品逐日统计,176785613891309,1768959213000,,2,1,全球大气再分析资料数据集气候统计产品逐日统计,,,5841,0,气候统计产品逐日统计,e56e86df323665bce6249a5537414ebf,176785890522251,,1,55,,0,1768988162000
1,[],气象服务,"[""气象服务""]",海天星云（南京）技术有限公司,JSPTZJ202601210007,1768959117210,全球大气再分析资料数据集气候统计产品,176785613891309,1768959117000,,2,1,全球大气再分析资料数据集气候统计产品,,,5840,0,气候统计产品,e56e86df323665bce6249a5537414ebf,176785890522251,,1,55,,0,1768988124000
1,[],气象服务,"[""气象服务""]",海天星云（南京）技术有限公司,JSPTZJ202601210005,1768958890523,全球地面观测数据集（含船舶报）气候统计产品,176785613891309,1768958890000,,2,1,全球地面观测数据集（含船舶报）气候统计产品,,,5838,0,全球地面观测数据集（含船舶报）气候统计产,e56e86df323665bce6249a5537414ebf,176785890522251,,1,55,,0,1768988102000
1,[],气象服务,"[""气象服务""]",海天星云（南京）技术有限公司,JSPTZJ202601210006,1768959013444,全球大气再分析资料数据集基本产品,176785613891309,1768959013000,,2,1,全球大气再分析资料数据集地面气压、海平面气压,,,5839,0,地面气压、海平面气压,e56e86df323665bce6249a5537414ebf,176785890522251,,1,55,,0,1768988053000
1,[],金融服务,"[""金融服务""]",常州企业征信服务有限公司,JSCZQYZXFW20251125001,1768979236048,个体工商户信用评分,176051019739983,1768979872000,,8,4,个体工商户信用评分是依据政府涉个体工商户数据资源，运用大数据计算、“跨行业数据挖掘标准流程”打造的，为个体工商户精准画像的评分模型，可用于金融机构的获客营销、即时授信判断，实时产生经营性贷款信用额度,,,5861,0,信用评估、风险管理和预警、融资分析,689cf4c821d86ca84716d10d9eaed29f,173760001935796,,1,18,,0,1768987988000
1,[],金融服务,"[""金融服务""]",常州企业征信服务有限公司,JSCZQYZXFW20251125002,1768979923998,企业信用评分,176051019739983,1768979862000,,8,4,企业信用评分是常州征信依据政府涉企数据资源、银行信贷数据、企业财务数据，打造出了具有自主知识产权的授信模型、信用评分模型、违约预警模型，为企业展示信用形象、银行综合评估信贷风险、政府扶持资金发放提供直观的评判参考,,,5860,0,信用评估、风险管理和预警、融资分析,689cf4c821d86ca84716d10d9eaed29f,173760001935796,,1,18,,0,1768987979000
1,[],绿色低碳,"[""绿色低碳""]",常州企业征信服务有限公司,JSCZQYZXFW20251125004,1768979492871,企业涉绿程度评分,176051019739983,1768979847000,,8,4,企业涉绿程度评分模型覆盖生态环境局、工信局、住建局等8个数据源单位的企业涉绿指标，形成企业在参考国际ESG理念的同时，充分突出常州市的产业特色，从绿色经营（GO）、绿色低碳（GLC）、绿色生产（GP）、绿色治理（GG）、绿色责任（GR）等五个方面按不同的权重比例对企业的涉绿程度进行评价打分。并根据评分的分数情况进行浅绿、中绿、深绿的绿色评定,,,5859,0,绿色企业、绿色金融,689cf4c821d86ca84716d10d9eaed29f,173760001935796,,1,18,,0,1768987966000
1,[],金融服务,"[""金融服务""]",常州企业征信服务有限公司,JSCZQYZXFW20251125003,1768979124802,新型农业经营主体信用评分,176051019739983,1768979832000,,8,4,新型农业经营主体信用评分是常州征信在针对全市新型农业经营主体前期数据采集的基础上，借鉴和整合试点银行风控部门各项资源，打造出了新型农业经营主体信用评分模型，为新型农业经营主体展示信用形象、银行综合评估信贷风险提供直观的评判参考,,,5858,0,信用评分、风险管理和预警、融资分析,689cf4c821d86ca84716d10d9eaed29f,173760001935796,,1,18,,0,1768987931000
1,[],现代农业,"[""现代农业""]",智元数联（上海）科技有限公司,JSDE.00.11.836035,1768558279081,基于区块链的营销行为脱敏数据归集统计模型 ,176162179794894,1768558279000,,4,3,陕西农发果业RDA项目，用户脱敏后对的行为数据产品，整合该项目用户行为数据，经合规确权与建模分析，为果业生产、运营、决策提供精准数据支撑，赋能农业数字化升级。,,,5823,0,营销  用户行为 项目,2d3d98996311813ba287596a30b63beb,176163422333615,,3,59,,0,1768977584000
1,[],现代农业,"[""现代农业""]",智元数联（上海）科技有限公司,JSDE.00.11.831219,1768558474135,基于区块链的营销行为脱敏数据的贡献值计算,176162179794894,1768558474000,,4,1,陕农发果业RDA项目基于区块链的营销行为脱敏数据贡献值计算产品，合规整合果业全链数据，对用户行为数据脱敏上链确权，量化行为价值并智能核算各主体数据贡献,,,5824,0,农业 营销  脱敏后行为数据,2d3d98996311813ba287596a30b63beb,176163422333615,,3,59,,0,1768977573000
1,"[""工业制造"", ""城市治理""]",金融服务,"[""金融服务"",""工业制造"",""城市治理""]",来安永信实业有限公司,JSDE.01.11.674598,1768182877370,综合智慧运营与核心资产管理数据集,176716999258677,1768182877000,,2,1,本产品是基于“实体-事件-状态-价值”四层架构构建的跨行业综合运营数据资产，深度融合了能源物流、绿色金融、智慧交通及法律科技四大领域的业务全流程数据。通过对海量物联网（IoT）实时轨迹、业务交易单据、非结构化影像资料及区块链存证哈希的深度清洗与关联，实现了高价值资产全生命周期的数字化孪生与全域监控，通过提供可追溯、可量化、可信赖的数据底座，有效支撑资产价值动态评估、精细化成本管控、安全合规审计等。,,,5791,0,跨行业资产管理；物联网金融风控；危化品物,a45050ce6792da037cb1215926ba3ef2,176777925172084,,1,57,,176716999258677,1768977243000
1,[],气象服务,"[""气象服务""]",海天星云（南京）技术有限公司,JSPTZJ202601210009,1768959277796,全球大气再分析资料数据集气候统计产品逐旬统计,176785613891309,1768959277000,,2,1,全球大气再分析资料数据集气候统计产品逐旬统计,,,5842,0,全球大气再分析资料数据集气候统计产品逐旬,e56e86df323665bce6249a5537414ebf,176785890522251,,1,55,,0,1768967447000
1,[],气象服务,"[""气象服务""]",海天星云（南京）技术有限公司,JSPTZJ202601210010,1768959345241,全球大气再分析资料数据集气候统计产品逐月统计,176785613891309,1768959345000,,2,1,全球大气再分析资料数据集气候统计产品逐月统计,,,5843,0,全球大气再分析资料数据集气候统计产品逐月,e56e86df323665bce6249a5537414ebf,176785890522251,,1,55,,0,1768967436000
1,[],气象服务,"[""气象服务""]",海天星云（南京）技术有限公司,JSPTZJ202601210011,1768959478015,全球海洋三维融合产品,176785613891309,1768959478000,,2,1,全球海洋三维融合产品,,,5844,0,全球海洋三维融合产品,e56e86df323665bce6249a5537414ebf,176785890522251,,1,55,,0,1768967394000
1,[],气象服务,"[""气象服务""]",海天星云（南京）技术有限公司,JSPTZJ202601210012,1768959543050,全球海洋现场观测资料,176785613891309,1768959543000,,2,1,全球海洋现场观测资料,,,5845,0,全球海洋现场观测资料,e56e86df323665bce6249a5537414ebf,176785890522251,,1,55,,0,1768967370000
1,[],气象服务,"[""气象服务""]",海天星云（南京）技术有限公司,JSPTZJ202601210013,1768959622476,全球海洋再分析数据集,176785613891309,1768959622000,,2,1,全球海洋再分析数据集,,,5846,0,全球海洋再分析数据集,e56e86df323665bce6249a5537414ebf,176785890522251,,1,55,,0,1768967336000
1,[],气象服务,"[""气象服务""]",海天星云（南京）技术有限公司,JSPTZJ202601210014,1768959691054,全球海浪再分析数据集,176785613891309,1768959691000,,2,1,全球海浪再分析数据集,,,5847,0,全球海浪再分析数据集,e56e86df323665bce6249a5537414ebf,176785890522251,,1,55,,0,1768967317000
1,[],气象服务,"[""气象服务""]",海天星云（南京）技术有限公司,JSPTZJ202601210015,1768959758413,水色底质水深地形等数据集,176785613891309,1768959758000,,2,1,水色底质水深地形等数据集,,,5848,0,水色底质水深地形等数据集,e56e86df323665bce6249a5537414ebf,176785890522251,,1,55,,0,1768967289000
1,[],其他,"[""其他""]",广东德生科技股份有限公司,JSDE.03.11.790225,1764213456590,劳动仲裁记录核验,176034298787441,1764213456000,,2,3,基于各地劳动仲裁委整合公开的劳动纠纷做出的裁决信息，提供精准数据核验服务。,,,5142,0,劳动纠纷裁决,a7b97392129df13700911d0316838682,173760001935844,,1,55,,0,1768967251000
1,[],城市治理,"[""城市治理""]",镇江市勘察测绘研究院有限公司,JSDE.00.11.125644,1768805384292,历史文化遗产服务,174980237445953,1768805384000,,5,3,面向镇江市文物保护单位，集成文物保护单位、非物质文化遗产、名镇名村、传统村落、古树名木等数据，并进行统一管理、更新，提供了统计分析、空间分析、属性查询等功能，为城乡历史文化遗产管理提供准确、全面的相关数据，提高各项保护措施的科学性与效率,,,5826,0,历史文化遗产,,173760001935825,,4,55,,0,1768967099000
1,[],城市治理,"[""城市治理""]",镇江市勘察测绘研究院有限公司,JSDE.011.11.567813,1768806672687,招商地图服务,174980237445953,1768806672000,,6,3,面向招商部门，实现了镇江城市风貌与招商政策的全面介绍、基于地理空间的产业发展现状展示、可供招商地块的梳理与推介以及产业招商信息的统计与展示。有效提高了镇江市产业数据资源的利用效率，科学引导城市产业招商，促进了镇江市产业发展的系统化水平的提升,,,5827,0,招商地图,,173760001935825,,4,55,,0,1768967000000
1,[],金融服务,"[""金融服务""]",江苏数智高新科技有限公司,1457791143123705856,1768527257243,淮安市企业信息查询,175568224369331,1768527507000,,10,4,提供淮安市全域市场主体的标准化注册、经营及信用信息的一站式查询服务,,,5816,0,淮安市企业信息查询,4d15b3e7c86c603c1d291899aeda809b,175568224371573,,1,17,,0,1768924801000
1,[],金融服务,"[""金融服务""]",江苏数智高新科技有限公司,1457778920850546688,1768527372018,淮安市个人公积金缴存信息查询,175568224369331,1768527566000,,10,4,提供淮安市自然人住房公积金账户的实时信息查询服务,,,5817,0,淮安市个人公积金缴存信息查询,4d15b3e7c86c603c1d291899aeda809b,175568224371573,,1,17,,0,1768924801000
1,[],金融服务,"[""金融服务""]",常州城市数据运营有限公司,JSCZCSSJYY20251031003,1768528309682,常州企业软件著作权核验,173380890526151,1768528346000,,4,4,常州企业软件著作权核验核心功能为精准确认软件著作权的权属主体，只需录入软件著作权登记号及统一社会信用代码，即可快速核验该著作权是否归属于目标企业。接口调用流程简易、响应高效。该工具可用于科创企业商务合作尽调、金融机构软件著作权质押审批等场景，助力相关主体规避著作权权属纠纷，为判断企业技术资产真实性提供核心数据支撑,,,5818,0,企业软件著作权,,173760001935795,,1,17,,0,1768924801000
1,"[""绿色低碳"", ""社会应用"", ""科技创新""]",城市治理,"[""城市治理"",""绿色低碳"",""社会应用"",""科技创新""]",江苏尚维斯环境科技股份有限公司,JSDE.00.11.541072,1768455874611,尚云环在线运维管理体系,176336130461352,1768455874000,,8,1,本数据产品来自江苏尚维斯环境科技股份有限公司，聚焦环境监测在线运维日常维护过程中收集巡检维护数据、校准数据、校验数据、核查比对数据、系统维护检修数据、试剂标气更换数据、配件更换数据、水仪器参数设置数据等相关数据，实现运维流程全闭环，提高运维协同处理效率，以用户需求为驱动，真正实现传统运维向智能化智慧化运维赋能的服务转变，助力构建完整、高效的运维流程闭环体系。,,,5814,0,污水监测运维、废气监测运维、管理,65b7ebdaf5e25008eec8d300d42fb1a5,176344320503112,,1,59,,0,1768890330000
1,"[""城市治理""]",金融服务,"[""金融服务"",""城市治理""]",众城控股（北京）集团有限公司,JSDE.00.11.135390,1768444602204,	涉赌涉诈金融往来数据,176778132328230,1768444602000,,4,1,本数据指的是参与跨境网络赌博的人员线索数据信息，包括会员id，充值金额，充值时间，提现金额，提现时间，充值提现通道，ip地址等,,,5811,0,充值金额、ip,bfc7810b7e0af521561e17ddd35eb924,176784826844810,,3,55,,0,1768811455000
1,"[""绿色低碳"", ""城市治理"", ""社会应用""]",交通运输,"[""交通运输"",""绿色低碳"",""城市治理"",""社会应用""]",连云港市赣榆城发大数据产业发展有限公司,JSPTZJ202508220004,1755845500920,连云港赣榆智行e充共享服务数据,174823279769757,1755845331000,,2,4,本产品提供赣榆区城发集团运营的近百个小区电瓶车充电站共享服务数据，涵盖充电耗能、设备状态、充电消费等核心指标，支持社区充电设施优化与安全监管。,,,4088,0,社区充电、电瓶车安全、智慧小区,b3f5f083472412b06a0d8c4eab985c02,174823279771082,,1,17,,0,1768802688000
1,[],现代农业,"[""现代农业""]",智元数联（上海）科技有限公司,JSPTZJ202601160001,1768558045274,基于区块链的营销行为脱敏数据的贡献值奖励,176162179794894,1768558045000,,9,1,陕农发RDA区块链营销行为脱敏数据贡献值奖励产品，对脱敏用户行为数据上链确权，量化行为价值，通过智能合约自动核算并发放贡献值奖励，保障数据价值公平分配,,,5822,0,营销数据   农业  市场营销,2d3d98996311813ba287596a30b63beb,176163422333615,,3,55,,0,1768792232000
1,[],现代农业,"[""现代农业""]",鹤鸣嘉禧（恩施州）茶业集团有限公司,JSDE.09.11.116234,1768557778404,恩施有机富硒古树红茶销售数据产品,176837755615074,1768557778000,,7,1,本数据产品聚焦富硒核心产区的有机古树红茶，以全产业链数据贯通为目标，整合茶品流通全环节信息，构建“品类-原料-规格-销售-客户-渠道-品质”多维度体系。依托区域茶产业供应链数据底座，产品打破传统茶产业数据壁垒，实现种植、加工、销售端数据联动，融合黄金产茶带生态禀赋与功能性消费需求，为产业从资源依赖向数据驱动转型提供核心支撑。,,,5821,0,恩施有机富硒古树红茶,00019dd9c88db42468e71c870bdf4991,176844657877802,,99,55,,0,1768792198000
1,[],城市治理,"[""城市治理""]",盐城市盐都区潘黄水务有限公司,JSPTZJ202601150002,1768445066648,智慧水务产销差与营收分析数据服务,176768547576831,1768445066000,,2,4,本产品基于智慧水务管理平台海量实时数据，通过标准化的RESTful API 接口与数据查询服务，对外提供15个核心业务大区的管网运行与营收状态分析能力。服务封装了智能水表高频读数清洗、产销差实时计算及客户信用评分模型，支持外部系统（如银行、社区、GIS平台）按需调用，实现从“数据搬运”到“服务即插即用”的转变，有效支撑跨部门业务协同与实时决策。,,,5813,0,智慧水务API；漏损分析服务；实时读数接,b537705f4f4e83150b6fd766fb8c2e15,176768547578847,,1,55,,0,1768792135000
