activityApplyId,activityId,activityName,algorithmValidity,applyCount,companyId,companyLogo,companyName,count,createDate,evalAttrValue,fees,isBook,isExample,isOaAudit,isPopular,isResource,isTest,itemPrice,items,launchDate,modelInstruction,offShelfReason,payNum,paymentType,planTitle,popularDate,privateType,proCategoryId,proCommonTagId,proCommonTags,proContentValidity,proExpUrl,proIndustryType,proIntroduction,proIsPresale,proPeriodDate,proResVideo,proResourceActivityType,proResourceDatauseService,proResourceDesc,proResourceFeeDesc,proResourceId,proResourceInfoId,proResourceLogo,proResourceLogoMain,proResourceName,proResourceScene,proResourceService,proResourceTag,proResourceType,proRichText,proZoneId,productTag,productTypeName,punishFile,relevanceResource,resourceApiDTO,resourcefilesDTO,saleId,score,serviceType,shelveId,softwareVer,sportGenre,statusCd,tagId,tagId1,topping,toppingTime,unitCode,updateDate,userId,views
,,,,,,https://dex.jxggzyjy.cn/mduploads/0af2f25a983b4b509e673d0a2e6cc589/20251013100130/数据宝2-1760320890643.jpg,贵州数据宝网络科技有限公司,,,,,,,,,,,-1.00,,2026-01-04 15:05:19,,,0,,,,,,,,,,,,,,,,,数据宝基于指标库，车辆静态因子，保险数据，构建车辆风险模型，为保险公司定价等业务提供帮助。,,759720e1f1e1452ea74a4943b86c1bb5,,,,货车车险风控评分模型,车险承保风险筛查、车险保费差异化定价、在保车辆风险监控,,,data_service,,,"[{""proTagId"": ""1ea43517522cd4727252d640a7772ddb"", ""proResourceId"": ""759720e1f1e1452ea74a4943b86c1bb5"", ""proCommonTagType"": ""industry"", ""proCommonTagId"": ""38bbf1efe7673251142be6b3fa59b3c3"", ""tagId"": ""信息传输、软件和信息技术服务业"", ""tagSort"": 2, ""statusCd"": ""1000"", ""createStaff"": ""汤寒林"", ""updateStaff"": ""汤寒林"", ""createDate"": ""2025-10-13 16:42:07"", ""updateDate"": ""2025-10-13 16:42:07"", ""statusDate"": ""2025-10-13 16:42:07"", ""remark"": null}]",,,,,,,0,,,,,,,,,,,,,38
,,,,,,https://dex.jxggzyjy.cn/mduploads/0af2f25a983b4b509e673d0a2e6cc589/20251013100130/数据宝2-1760320890643.jpg,贵州数据宝网络科技有限公司,,,,,,,,,,,-1.00,,2026-01-04 14:40:06,,,0,,,,,,,,,,,,,,,,,验证数据是否一致。,,9888b51a16ae4b98b7926959623f7f41,,,,全网手机二要素验证（姓名+手机号）,验证数据是否一致,,,data_service,,,"[{""proTagId"": ""3604af4fea8c911d5a38209cd18bcdb3"", ""proResourceId"": ""9888b51a16ae4b98b7926959623f7f41"", ""proCommonTagType"": ""industry"", ""proCommonTagId"": ""38bbf1efe7673251142be6b3fa59b3c3"", ""tagId"": ""信息传输、软件和信息技术服务业"", ""tagSort"": 2, ""statusCd"": ""1000"", ""createStaff"": ""汤寒林"", ""updateStaff"": ""汤寒林"", ""createDate"": ""2025-10-13 16:49:13"", ""updateDate"": ""2025-10-13 16:49:13"", ""statusDate"": ""2025-10-13 16:49:13"", ""remark"": null}]",,,,,,,0,,,,,,,,,,,,,38
,,,,,,https://dex.jxggzyjy.cn/mduploads/0af2f25a983b4b509e673d0a2e6cc589/20251013100130/数据宝2-1760320890643.jpg,贵州数据宝网络科技有限公司,,,,,,,,,,,-1.00,,2026-01-04 13:10:55,,,0,,,,,,,,,,,,,,,,,实时快速核验手机号在网状态。,,8a234c25a18743a0a4e3028365ef59ce,,,,全网手机状态验证,实时快速核验手机号在网状态,,,data_service,,,"[{""proTagId"": ""da17a30a9784a93cbdda6ca42d9409de"", ""proResourceId"": ""8a234c25a18743a0a4e3028365ef59ce"", ""proCommonTagType"": ""industry"", ""proCommonTagId"": ""38bbf1efe7673251142be6b3fa59b3c3"", ""tagId"": ""信息传输、软件和信息技术服务业"", ""tagSort"": 2, ""statusCd"": ""1000"", ""createStaff"": ""汤寒林"", ""updateStaff"": ""汤寒林"", ""createDate"": ""2025-10-13 16:43:34"", ""updateDate"": ""2025-10-13 16:43:34"", ""statusDate"": ""2025-10-13 16:43:34"", ""remark"": null}]",,,,,,,0,,,,,,,,,,,,,45
,,,,,,https://dex.jxggzyjy.cn/mduploads/0af2f25a983b4b509e673d0a2e6cc589/20251013100130/数据宝2-1760320890643.jpg,贵州数据宝网络科技有限公司,,,,,,,,,,,-1.00,,2026-01-04 12:34:37,,,0,,,,,,,,,,,,,,,,,验证近三个月的平均话费。,,304f7e8032bb45f8be4951d35d1efb08,,,,全网手机消费区间验证,查询近三个月的平均话费。,,,data_service,,,"[{""proTagId"": ""a0b01c0dd8255e4e7f59602b648956d9"", ""proResourceId"": ""304f7e8032bb45f8be4951d35d1efb08"", ""proCommonTagType"": ""industry"", ""proCommonTagId"": ""38bbf1efe7673251142be6b3fa59b3c3"", ""tagId"": ""信息传输、软件和信息技术服务业"", ""tagSort"": 2, ""statusCd"": ""1000"", ""createStaff"": ""汤寒林"", ""updateStaff"": ""汤寒林"", ""createDate"": ""2025-10-13 16:47:23"", ""updateDate"": ""2025-10-13 16:47:23"", ""statusDate"": ""2025-10-13 16:47:23"", ""remark"": null}]",,,,,,,0,,,,,,,,,,,,,39
,,,,,,https://dex.jxggzyjy.cn/mduploads/0af2f25a983b4b509e673d0a2e6cc589/20251013100130/数据宝2-1760320890643.jpg,贵州数据宝网络科技有限公司,,,,,,,,,,,-1.00,,2026-01-04 11:54:26,,,0,,,,,,,,,,,,,,,,,实时快速核验手机号在网时长。,,ae68f7aa1a5d43cabcca754cc8a66aae,,,,全网手机在网时长验证,实时快速核验手机号在网时长,,,data_service,,,"[{""proTagId"": ""b0df791eb5bae39520b418250f7fabee"", ""proResourceId"": ""ae68f7aa1a5d43cabcca754cc8a66aae"", ""proCommonTagType"": ""industry"", ""proCommonTagId"": ""38bbf1efe7673251142be6b3fa59b3c3"", ""tagId"": ""信息传输、软件和信息技术服务业"", ""tagSort"": 2, ""statusCd"": ""1000"", ""createStaff"": ""汤寒林"", ""updateStaff"": ""汤寒林"", ""createDate"": ""2025-10-13 16:45:32"", ""updateDate"": ""2025-10-13 16:45:32"", ""statusDate"": ""2025-10-13 16:45:32"", ""remark"": null}]",,,,,,,0,,,,,,,,,,,,,41
,,,,,,https://dex.jxggzyjy.cn/mduploads/703d18de9cae424e8df06aa6d396f355/20251127154741/默认公司图-1764229661392.png,ggzyjyjt,,,,,,,,,,,-1.00,,2026-01-04 11:28:07,,,0,,,,,,,,,,,,,,,,,标讯信息推送 API 服务，覆盖多领域标讯动态，助力及时获取目标标的信息。,,31b7c269a5f145f593ac13d7666e8dc2,,,,标讯信息推送,企业商机跟进、标讯动态跟踪等业务场景。,,,data_service,,,"[{""proTagId"": ""ad65d888939a4f8fd6a3d8bb551c3547"", ""proResourceId"": ""31b7c269a5f145f593ac13d7666e8dc2"", ""proCommonTagType"": ""industry"", ""proCommonTagId"": ""38bbf1efe7673251142be6b3fa59b3c3"", ""tagId"": ""信息传输、软件和信息技术服务业"", ""tagSort"": 2, ""statusCd"": ""1000"", ""createStaff"": ""无"", ""updateStaff"": ""无"", ""createDate"": ""2025-11-28 15:10:50"", ""updateDate"": ""2025-11-28 15:10:50"", ""statusDate"": ""2025-11-28 15:10:50"", ""remark"": null}]",,,,,,,0,,,,,,,,,,,,,53
,,,,,,https://dex.jxggzyjy.cn/mduploads/0af2f25a983b4b509e673d0a2e6cc589/20251013100130/数据宝2-1760320890643.jpg,贵州数据宝网络科技有限公司,,,,,,,,,,,-1.00,,2026-01-04 10:54:11,,,0,,,,,,,,,,,,,,,,,实时快速识别机动车登记证书信息。,,0a1bcc87530e47a597ad46ef4a2f81aa,,,,机动车登记证书OCR识别,实时快速识别机动车登记证书信息,,,data_service,,,"[{""proTagId"": ""11af03f1ea1d42f3d84cd3fd35fe8963"", ""proResourceId"": ""0a1bcc87530e47a597ad46ef4a2f81aa"", ""proCommonTagType"": ""industry"", ""proCommonTagId"": ""38bbf1efe7673251142be6b3fa59b3c3"", ""tagId"": ""信息传输、软件和信息技术服务业"", ""tagSort"": 2, ""statusCd"": ""1000"", ""createStaff"": ""汤寒林"", ""updateStaff"": ""汤寒林"", ""createDate"": ""2025-10-13 16:51:36"", ""updateDate"": ""2025-10-13 16:51:36"", ""statusDate"": ""2025-10-13 16:51:36"", ""remark"": null}]",,,,,,,0,,,,,,,,,,,,,40
,,,,,,https://dex.jxggzyjy.cn/mduploads/0af2f25a983b4b509e673d0a2e6cc589/20251013100130/数据宝2-1760320890643.jpg,贵州数据宝网络科技有限公司,,,,,,,,,,,-1.00,,2026-01-04 09:01:08,,,0,,,,,,,,,,,,,,,,,全国车辆信息核验。,,8329a5767af24b89a6fbf1f1b52fbec1,,,,道路运输许可证核验,全国车辆信息核验,,,data_service,,,"[{""proTagId"": ""a5c87e3f6890565f819896d91dbfcdb6"", ""proResourceId"": ""8329a5767af24b89a6fbf1f1b52fbec1"", ""proCommonTagType"": ""industry"", ""proCommonTagId"": ""38bbf1efe7673251142be6b3fa59b3c3"", ""tagId"": ""信息传输、软件和信息技术服务业"", ""tagSort"": 2, ""statusCd"": ""1000"", ""createStaff"": ""汤寒林"", ""updateStaff"": ""汤寒林"", ""createDate"": ""2025-10-14 10:23:18"", ""updateDate"": ""2025-10-14 10:23:18"", ""statusDate"": ""2025-10-14 10:23:18"", ""remark"": null}]",,,,,,,0,,,,,,,,,,,,,38
,,,,,,https://dex.jxggzyjy.cn/mduploads/5804c3892e5b4b978f537f6d98215794/20251112132051/589da0b1ea6f2233fe3f90175088749c-1762924851509.png,北京传世博润科技有限公司,,,,,,,,,,,,,2025-12-05 14:17:24,,,0,,,,,,,,,,,,,,,,,用于创新药械研发的肠胃功能紊乱专科疾病患者队列数据集”是北京传世博润科技有限公司通过自身客户网络和终端资源收集、生产出的病患随诊数据集，数据集包含了针对肠胃功能紊乱专科疾病病患的患者信息、检查数据、诊断数据、疗效数据、数据管理信息，以此为基础为肠胃功能紊乱创新药械研发提供深度的数据支持与分析能力。,,a89ffc871a0948f9ab44e6f076434427,,,,用于创新药械研发的肠胃功能紊乱专科疾病患者队列数据集,医药大数据服务、数字化营销、个性化医疗与精准医疗服务、药品生命管理与优化和智能药物研发,,,dataset,,,"[{""proTagId"": ""4578f53b8bfc199933368a7d62e2d7b6"", ""proResourceId"": ""a89ffc871a0948f9ab44e6f076434427"", ""proCommonTagType"": ""industry"", ""proCommonTagId"": ""38bbf1efe7673251142be6b3fa59b3c3"", ""tagId"": ""信息传输、软件和信息技术服务业"", ""tagSort"": 2, ""statusCd"": ""1000"", ""createStaff"": ""CSBR20251110"", ""updateStaff"": ""CSBR20251110"", ""createDate"": ""2025-11-27 17:27:47"", ""updateDate"": ""2025-11-27 17:27:47"", ""statusDate"": ""2025-11-27 17:27:47"", ""remark"": null}, {""proTagId"": ""335c5634d503649c136fc58eb879c9a4"", ""proResourceId"": ""a89ffc871a0948f9ab44e6f076434427"", ""proCommonTagType"": ""industry"", ""proCommonTagId"": ""c2083d162afb201e58fedee5be6a3ba4"", ""tagId"": ""卫生和社会工作"", ""tagSort"": 3, ""statusCd"": ""1000"", ""createStaff"": ""CSBR20251110"", ""updateStaff"": ""CSBR20251110"", ""createDate"": ""2025-11-27 17:27:47"", ""updateDate"": ""2025-11-27 17:27:47"", ""statusDate"": ""2025-11-27 17:27:47"", ""remark"": null}]",,,,,,,0,,,,,,,,,,,,,67
,,,,,,https://dex.jxggzyjy.cn/mduploads/5804c3892e5b4b978f537f6d98215794/20251112132051/589da0b1ea6f2233fe3f90175088749c-1762924851509.png,北京传世博润科技有限公司,,,,,,,,,,,-1.00,,2025-12-04 16:22:08,,,0,,,,,,,,,,,,,,,,,用于创新药械研发的肝癌专科疾病患者队列数据集”是北京传世博润科技有限公司通过自身客户网络和终端资源收集、生产出的病患随诊数据集，数据集包含了针对肝癌病患的患者信息、随访记录、检查数据、诊断数据、疗效数据、数据管理信息，以此为基础为肝癌创新药械研发提供深度的数据支持与分析能力。,,b28772d177ca4a62b650c52423db0a14,,,,用于创新药械研发的肝癌专科疾病患者队列数据集,肝癌、数据集,,,dataset,,,"[{""proTagId"": ""678802c8995b25d0ab40583bbf74e36c"", ""proResourceId"": ""b28772d177ca4a62b650c52423db0a14"", ""proCommonTagType"": ""industry"", ""proCommonTagId"": ""c2083d162afb201e58fedee5be6a3ba4"", ""tagId"": ""卫生和社会工作"", ""tagSort"": 2, ""statusCd"": ""1000"", ""createStaff"": ""CSBR20251110"", ""updateStaff"": ""CSBR20251110"", ""createDate"": ""2025-12-03 14:13:26"", ""updateDate"": ""2025-12-03 14:13:26"", ""statusDate"": ""2025-12-03 14:13:26"", ""remark"": null}, {""proTagId"": ""6f72ef5070fe0df4de2d7993187918cb"", ""proResourceId"": ""b28772d177ca4a62b650c52423db0a14"", ""proCommonTagType"": ""industry"", ""proCommonTagId"": ""38bbf1efe7673251142be6b3fa59b3c3"", ""tagId"": ""信息传输、软件和信息技术服务业"", ""tagSort"": 3, ""statusCd"": ""1000"", ""createStaff"": ""CSBR20251110"", ""updateStaff"": ""CSBR20251110"", ""createDate"": ""2025-12-03 14:13:26"", ""updateDate"": ""2025-12-03 14:13:26"", ""statusDate"": ""2025-12-03 14:13:26"", ""remark"": null}]",,,,,,,0,,,,,,,,,,,,,46
,,,,,,https://dex.jxggzyjy.cn/mduploads/5804c3892e5b4b978f537f6d98215794/20251112132051/589da0b1ea6f2233fe3f90175088749c-1762924851509.png,北京传世博润科技有限公司,,,,,,,,,,,-1.00,,2025-12-04 16:21:58,,,0,,,,,,,,,,,,,,,,,北京传世博润科技有限公司通过自身客户网络和终端资源收集、生产出的病患随诊数据集，数据集包含了针对消化性溃疡专科疾病的患者信息、检查数据、诊断数据、疗效数据、数据管理信息，以此为基础为消化性溃疡专科疾病创新药械研发提供深度的数据支持与分析能力，提升医院的持续跟踪服务能力，为新的医疗技术研发提供数据研究支持。该数据集未来也可扩展至医药数字化营销、智能药物研发等场景。,,0ad498675a484b4981b292da71f9c35f,,,,用于创新药械研发的消化性溃疡专科疾病患者队列数据集,消化性溃疡、数据集,,,dataset,,,"[{""proTagId"": ""2c965a621c960dc1b468db500cc15c13"", ""proResourceId"": ""0ad498675a484b4981b292da71f9c35f"", ""proCommonTagType"": ""industry"", ""proCommonTagId"": ""38bbf1efe7673251142be6b3fa59b3c3"", ""tagId"": ""信息传输、软件和信息技术服务业"", ""tagSort"": 2, ""statusCd"": ""1000"", ""createStaff"": ""CSBR20251110"", ""updateStaff"": ""CSBR20251110"", ""createDate"": ""2025-12-03 14:30:32"", ""updateDate"": ""2025-12-03 14:30:32"", ""statusDate"": ""2025-12-03 14:30:32"", ""remark"": null}, {""proTagId"": ""1a2b1223668d74d7b72a0166a74aad28"", ""proResourceId"": ""0ad498675a484b4981b292da71f9c35f"", ""proCommonTagType"": ""industry"", ""proCommonTagId"": ""c2083d162afb201e58fedee5be6a3ba4"", ""tagId"": ""卫生和社会工作"", ""tagSort"": 3, ""statusCd"": ""1000"", ""createStaff"": ""CSBR20251110"", ""updateStaff"": ""CSBR20251110"", ""createDate"": ""2025-12-03 14:30:32"", ""updateDate"": ""2025-12-03 14:30:32"", ""statusDate"": ""2025-12-03 14:30:32"", ""remark"": null}]",,,,,,,0,,,,,,,,,,,,,47
