attribute,attribute_dictText,browse,category,category_dictText,id,introduction,isTop,labelIds,level,logoUrl,name,price,purchase,supplierName,themeId,themeId_dictText,totalPrice,type,updateTime
,,241,,,1751602204029530114,通过查询工商行政管理机构的数据，为用户提供企业的规模信息，包括小微企业、中型企业、大型企业等，用于市场调研、商务合作等方面。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,企业规模查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,11,,,1751602203777871874,查询省公安厅发布的文件信息，包括政策、通知等正式文件，方便公众和相关机构获取官方文件。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,省公安厅文件查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,14,,,1751602203572350977,查询企业各年度是否为A级纳税人，为用户提供企业是否具备A级纳税人资格的核实结果，用于评估企业的纳税信用等级和合作风险。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,企业A级纳税人核验服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,16,,,1751602203366830082,查询该地区的定点医疗机构和药店名单，包括机构或药店的名称、地址和联系方式，帮助用户快速找到可使用医保的服务点。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,定点医疗机构和药店查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,10,,,1751602203152920578,提供福建省船舶营业运输证的查询服务，帮助相关企业和个人了解船舶的运营资质和安全状况。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,船舶营业运输证查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,17,,,1751602202955788289,根据经营内容范围，结合工商行政管理机构的数据和公开信息，为用户提供企业所属行业的信息，帮助用户了解企业的经营范围和竞争对手等情况，用于市场调研、商务合作等方面。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,企业所属行业查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,28,,,1751602202720907265,提供特定河流在单个月份的水质监测数据，包括水质类别、超标项目等，帮助环保机构和公众了解河流的水质状况。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,河流水质月度监测查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,24,,,1751602202506997761,通过查询交通管理机构数据，为用户提供自然人机动车牌号码身份核验结果，帮助验证用户个人身份证和机动车牌号码是否一致。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,自然人机动车核验服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,13,,,1751602202305671170,查询施工现场安全从业人员的资质信息，确保施工人员符合安全作业标准。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,施工安全从业人员资质查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,15,,,1751602202054012929,查询近一年企业行政处罚总金额，根据企业的统一社会信用代码进行查询。输入参数为统一社会信用代码，输出参数为企业行政处罚总金额，单位为万元。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,企业行政处罚总金额查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,24,,,1751602201865269249,为用户提供对特定自然人居住证的核验服务，用于确认自然人是否拥有居住证。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,自然人居住证核验服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,36,,,1751602201659748353,分析企业是否专注于某一领域或技术的深度开发和创新，通过评估企业的产品线、技术专利和市场定位等信息，判断企业是否具有专业化、精细化、特色化、新颖化的经营特点。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,企业是否专精特新核验服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,19,,,1751602201437450241,通过查询家庭成员的宅基地使用权登记信息，为用户提供家庭宅基地使用权面积的查询结果，帮助用户了解家庭的土地权益情况。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,自然人家庭宅基地使用权面积查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,11,,,1751602201227735041,通过查询工商行政管理机构的数据，为用户提供企业吊销核验结果，帮助用户确认企业是否被吊销登记，用于供应商选择、商务合作等方面。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,企业吊销核验服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,20,,,1751602201013825537,通过查询医保管理机构的数据，为用户提供自然人上一年医保消费笔数的区间查询结果，帮助用户了解个人就医频次，用于医疗保险选择、健康管理等方面。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,自然人上一年医保消费笔数区间查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,15,,,1751602200804110338,通过查询工商行政管理机构的数据，为用户提供企业实缴资本信息，帮助用户了解企业的财务实力和经营规模，用于供应商选择、商务合作等方面。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,企业实缴资本查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,45,,,1751602200594395138,通过查询家庭成员的新型农村社会保险缴纳记录，为用户提供家庭缴纳新型农村社会保险人数的查询结果，帮助用户了解家庭成员的社会保障情况。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,自然人家庭缴纳新型农村社会保险人数查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,34,,,1751602200363708418,依托蒙特卡洛模拟和风险价值评估（VaR），通过分析家庭资产配置、收入稳定性和外部经济影响，构建家庭抗风险能力指数模型。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,自然人家庭抗风险能力指数,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,20,,,1751602200128827394,通过查询工商行政管理机构的数据，为用户提供企业曾用名信息，帮助用户了解企业的历史沿革和经营情况，用于市场调研、商务合作等方面。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,企业曾用名查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,14,,,1751602199914917889,根据残联残疾信息数据，结合人口库关系图谱，为用户提供家庭成员残疾数量的查询结果，帮助用户了解家庭成员的残疾情况和享受相应政策的资格。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,自然人家庭成员残疾数量查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,14,,,1751602199701008386,通过查询公积金管理机构的数据和公开信息，为用户提供企业公积金缴纳人数的查询服务，用于了解企业的员工福利和人员规模。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,企业公积金缴纳人数查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,9,,,1751602199478710274,提供全省范围内的药品目录信息查询，包括药品名称、类型、适应症等，便于医疗机构和公众了解药品信息。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,全省药品信息查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,15,,,1751602199248023554,从教育背景、学习成绩和继续教育等方面评估个人教育水平，利用因子分析和多目标优化算法，打造教育情况综合指数，综合评估自然人受教育情况。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,自然人教育情况指数,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,16,,,1751602199029919745,通过查询企业的涉案记录，为用户提供企业最近一次涉案的时间信息，用于了解企业的涉案情况和法律风险趋势。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,企业涉案最近时间查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,14,,,1751602198820204545,提供饮用水源地在累计月份的水质监测数据，便于长期跟踪饮用水源地的水质变化。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,饮用水源地水质累计监测查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,23,,,1751602198618877953,通过查询公积金管理机构的数据，为用户提供个人公积金总缴纳月份的查询结果，帮助用户了解个人公积金的累计缴纳情况。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,自然人公积金总缴纳月份查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,14,,,1751602198430134274,通过查询工商行政管理机构的数据和公开信息，为用户提供企业员工的平均年龄区间信息，用于了解企业的人员结构和组织文化特点。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,企业员工平均年龄区间查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,16,,,1751602198224613378,通过查询公积金管理机构的数据，为用户提供个人公积金缴纳比例的区间查询结果，帮助用户了解个人的公积金缴纳比例情况。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,自然人公积金缴纳比例区间查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,11,,,1751602198014898178,查询省级交通建设工程的质量安全监督检查记录，包括问题数量、采集时间等，以监督和保障工程质量安全。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,交通建设工程质量安全监督记录查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,7,,,1751602197780017154,查询历年该公司高管层重大变动次数，高管层包括公司董、监、高、法定代表人，为用户提供企业高管层重大变动的次数信息，用于了解企业高管层稳定性和管理层面临的变动风险。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,企业高管层重大变动次数查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,11,,,1751602197582884865,通过查询公积金管理机构的数据，为用户提供个人公积金最大连续缴纳月数的查询结果，帮助用户了解个人公积金的稳定缴纳情况。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,自然人公积金最大连续缴纳月数查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,20,,,1751602197360586754,提供中央财政支持的林业科技推广示范项目的查询服务，包括项目名称、实施单位、项目简介等，帮助用户了解国家在林业科技领域的投入和项目进展。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,林业科技项目查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,12,,,1751602197104734210,通过查询相关职称评定机构的数据，为用户提供自然人个人职称评定信息的查询结果，包括职称等级、评定日期等信息，用于职业发展规划、招聘筛选等方面。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,自然人个人职称评定信息查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,12,,,1751602196890824705,通过查询社保管理机构的数据和公开信息，为用户提供企业社保缴纳金额在全省范围内的排名百分比，用于了解企业在全省范围内的社保缴纳水平和竞争力。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,企业社保缴纳金额全省排名百分比查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,11,,,1751602196685303810,通过核验相关户籍登记记录和政府机构信息，为用户提供自然人同户人员身份核验结果，帮助用户确认个人的户籍信息和政府登记记录是否一致。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,自然人同户人员核验服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,90,,,1751602196467200002,提供全省范围内医疗耗材的详细目录信息，包括统筹区编号、商品名、自付比例等，方便医疗机构和公众查询使用。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,福建省医疗耗材查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,13,,,1751602196274262017,查询企业获得财政资金扶持的具体情况，包括资金金额和项目名称，帮助用户了解政府扶持的企业和项目。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,财政资金扶持企业查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,19,,,1751602196072935425,利用创新能力评估模型和研发投入分析，从专利申请、科研项目和新产品开发等方面量化企业的科技创新能力和未来发展潜力指数。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,企业科技创新指数,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,11,,,1751602195871608834,提供造价咨询企业的详细信息查询，包括企业资质、服务范围、成功案例等，为建设项目的成本控制和预算编制提供专业支持。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,造价咨询企业信息查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,11,,,1751602195674476546,通过查询公积金管理机构的数据和公开信息，为用户提供企业公积金账户的状态信息，包括正常、冻结、注销等，用于了解企业的公积金缴纳情况和合规性。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,企业公积金账户状态查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,16,,,1751602195477344257,采用信用评分模型和行为分析算法，综合个人信用记录、履约行为和社会评价等数据，构建反映个人守信程度的综合指数，帮助用户了解个人的信用情况。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,自然人守信指数,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,14,,,1751602195276017666,提供渔港的天气预报信息，包括风力、潮汐、波浪等，帮助渔民和渔港管理者了解天气状况，规划渔业活动和港口运营。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,渔港天气预报服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,9,,,1751602195074691073,提供农机车辆的厂牌和型号信息查询，帮助用户了解不同农机车辆的具体型号和生产厂家。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,农机车辆型号查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,9,,,1751602194856587265,通过综合评估企业涉及的法律诉讼数量、性质和结果，构建一个反映企业司法涉案风险水平的指标，为风险管理和决策分析提供依据。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,企业司法涉案指数,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,36,,,1751602194655260673,通过分析企业职工的公积金缴纳金额数据，为用户提供企业职工公积金缴纳金额的平均值信息，用于了解企业职工的公积金缴纳水平和福利待遇。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,企业职工公积金缴纳金额平均值查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,33,,,1751602194445545473,根据医保结算数据，结合人口库关系图谱，为用户提供家庭上年度医疗费用支出金额的查询结果，帮助用户了解家庭的医疗开支情况。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,自然人家庭本年度医疗费用支出金额查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,11,,,1751602194235830274,通过查询家庭成员的宅基地使用权登记信息，为用户提供家庭宅基地使用权数量的查询结果，帮助用户了解家庭的土地权益情况。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,自然人家庭宅基地使用权数量查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,24,,,1751602194030309377,通过查询家庭成员的医疗就诊记录和就医次数，为用户提供家庭成员多次就医患者数量的查询结果，帮助用户了解家庭成员的健康情况和医疗需求。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,自然人家庭成员多次就医患者数量查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,11,,,1751602193791234049,通过查询司法案件信息，为用户提供个人近一年内是否涉及刑事案件的查询结果，帮助用户了解个人的司法记录。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,自然人近一年内涉刑事案件核验服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,14,,,1751602193585713153,通过核验自然人配偶的就业情况和社保记录，为用户提供配偶就业核验结果，帮助用户确认配偶的就业状况和社会保障情况。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,自然人配偶就业核验服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,6,,,1751602193380192257,提供林地项目的详细信息查询，包括项目地点、面积、主要树种等，帮助相关企业和个人了解林地资源和开发情况。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,林地项目查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,7,,,1751602193174671362,通过查询税务局企业涉税接口获取企业利润表，为用户提供企业的营业收入信息，用于了解企业的主营业务规模和经营活动情况。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,企业营业收入查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,16,,,1751602192969150466,通过查询司法案件信息，为用户提供个人近三年内是否涉及民事案件的查询结果，帮助用户了解个人的司法记录。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,自然人近三年内涉民事案件核验服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,10,,,1751602192772018177,通过查询工商行政管理机构的数据和公开信息，为用户提供企业上一年职工人数的区间信息，用于了解企业的规模和发展趋势。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,企业上一年职工人数区间查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,19,,,1751602192553914370,基于个人健康档案、就诊记录等多维度数据进行分析，为用户提供自然人健康指数，帮助用户了解个人整体健康状况和慢性病风险，用于健康管理、保险评估等方面。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,自然人健康指数,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,15,,,1751602192331616258,通过查询医保管理机构的数据，为用户提供自然人本年医保消费金额的区间查询结果，帮助用户了解个人医疗支出情况，用于医疗保险选择、财务规划等方面。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,自然人本年医保消费金额区间查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,12,,,1751602192130289666,"综合利用层次分析、熵权法和长短期记忆法等智能算法，通过对行业类型、工作报酬福利等多个公共数据维度进行评估，构建自然人职业的评价指数。

输入参数：身份证号码
输出参数：职业评价指数（整数）",2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,自然人职业评价指数,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,14,,,1751602191903797249,通过查询相关部门的数据和公开信息，为用户提供企业法人名下不动产的价值评估指数，用于评估企业法人财产规模和经营情况。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,企业法人不动产价值评估指数,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,17,,,1751602191706664962,通过查询医保管理机构的数据，为用户提供个人医保最大连续缴纳月数的查询结果，帮助用户了解个人医保的稳定缴纳情况。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,自然人医保最大连续缴纳月数查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,13,,,1751602191492755457,通过综合评估企业持有的不动产情况，为用户提供企业持有不动产的综合指数，用于评估企业的固定资产投资水平和资产配置策略。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,企业持有不动产综合指数,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,11,,,1751602191270457345,通过查询残疾人事务管理机构的数据，为用户提供自然人残疾等级信息，帮助用户了解个人的残疾等级，用于残疾人福利申请、社会保障等方面。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,自然人残疾等级查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,556,,,1751602191073325058,通过查询相关执业管理机构的数据，为用户提供自然人个人执业资格种类的查询结果，帮助用户了解自然人具备的执业资格种类，用于职业发展规划、职业选择等方面。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,自然人个人执业资格种类查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,18,,,1751602190884581378,结合逻辑回归分析和债务结构分析，从贷款种类、偿还能力和负债比例等多角度评估家庭负债状况，为金融机构和家庭财务管理提供重要参考。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,自然人家庭负债指数,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,7,,,1751602190683254785,通过查询工商行政管理机构的数据，为用户提供企业注册资本信息，帮助用户了解企业的财务实力和经营规模，用于供应商选择、商务合作等方面。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,企业注册资本查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,8,,,1751602190486122497,查询该农机产品是否在补贴目录中，以及补贴金额和条件。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,农机购置补贴产品查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
,,11,,,1751602190284795906,通过税务局申报的企业所得税信息，为用户提供企业的所得税金额区间，用于了解企业的税务状况和履行税务义务情况。,2,,1,https://trade.fjbdex.com:443/ltywpt-minio/fujian/商品审核/0f82a1aa194841d5a3f6efca81b77105.png,企业所得税缴纳信息查询服务,0元,0,福建大数据一级开发有限公司,,,0.0,3,
