searchValue,createBy,createTime,updateBy,updateTime,remark,params,id,orderNo,goodsName,goodsCode,productName,productCode,productType,price,stockQuantity,dealQuantity,viewNum,imageUrl,supplierName,supplierCode,upAmallFlag,zoneIds,chargeMethod,faceFlag,productIntroduction,detailIntroduction,status,marketCode,marketName,createUserCode,createUserName,deleteFlag,auditUserCode,auditUserName,auditRemark,enableFlag,active,chargeSchemeList,numberList,timeList,positionFlag,oldStatus,oldEnableFlag,zoneNo,zoneName,schemeId,productInfo,focusFlag,goodsRecommendListFlag,goodsRecommendFlag,productTypeList,productIndustryList,productLabelList,zoneCodeList,operateCodeList,gysNoList,statusList,userCode,hotFlag,newFlag,replaceEntFlag,hotFlagSortDesc,upAmallFlagSortDesc,keyWord,apiPlatformMounted,recommendFlag,searchFlag,month,orderTableFlag,productAttachList,isZgtProduct,extSource,extProductId,iconUrl,operateLable,gysProductNum
,,2023-10-31 10:49:51,,2025-11-25 10:20:37,,{},607,SP202310310236,厂外物流-在途监控-运输节点服务,GP230925097242,厂外物流-在途监控-运输节点服务,P230925097,1,0.0,0.0,0.0,,https://www.bbgdex.com:9003/bbw-trad-portal-app/202310/base/common/物流123103111572351.jpg,上海可当网络科技有限公司,B00000304,Y,,[],Y,基于实时计算引擎，批量分析目的地相同的运输行为的剩余时间及距离。根据输入的车牌号，车牌颜色，始发地坐标，目的地坐标或者始发地行政区划编码，目的地行政区划编码，返回计算后的预计到达时间，已行驶距离，剩余运距等信息。,,U,bbwmt,北部湾大数据交易市场,B00000304,上海可当网络科技有限公司,N,15,bbgdex,,N,0,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,N,,,,,
,,2023-10-31 10:50:08,,2025-11-25 10:20:33,,{},611,SP202310310238,经营风险-欠税合计,GP231010012262,经营风险-欠税合计,P231010012,1,0.0,0.0,0.0,,https://www.bbgdex.com:9003/bbw-trad-portal-app/202310/base/common/金融证券23103110523206.jpg,上海可当网络科技有限公司,B00000304,Y,,[],Y,根据企业全名/注册号/统一社会信用代码获得企业欠税合计金额。,,U,bbwmt,北部湾大数据交易市场,B00000304,上海可当网络科技有限公司,N,15,bbgdex,,N,0,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,N,,,,,
,,2023-10-31 10:50:19,,2025-11-25 10:19:58,,{},615,SP202310310240,中交兴路-运输规划服务,GP230925099245,中交兴路-运输规划服务,P230925099,1,0.0,0.0,0.0,,https://www.bbgdex.com:9003/bbw-trad-portal-app/202310/base/common/物流123103111580095.jpg,上海可当网络科技有限公司,B00000304,Y,,[],Y,基于实时计算引擎分析运输过程中任一时点起始的最佳路线规划。根据输入的车牌号，车牌颜色，起始时间，预计到达时间，始发地坐标，目的地坐标或者始发地行政区划编码，目的地行政区划编码，返回计算后的已行驶运输线路情况，和从车辆当前到目的地的线路规划。,,U,bbwmt,北部湾大数据交易市场,B00000304,上海可当网络科技有限公司,N,15,bbgdex,,N,0,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,N,,,,,
,,2023-10-31 10:50:36,,2025-11-25 10:19:55,,{},617,SP202310310241,车辆信息核验,GP230925100246,车辆信息核验,P230925100,1,0.0,0.0,0.0,,https://www.bbgdex.com:9003/bbw-trad-portal-app/202310/base/common/车辆323103110503486.jpg,上海可当网络科技有限公司,B00000304,Y,"[""QCSJZQ""]",[],Y,"输入车牌号以及车辆类型,查询车辆相关的数据.",,U,bbwmt,北部湾大数据交易市场,B00000304,上海可当网络科技有限公司,N,15,bbgdex,,N,0,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,N,,,,,
,,2023-10-31 10:51:00,,2025-11-25 10:19:52,,{},619,SP202310310242,驾驶证信息查询,GP230925101249,驾驶证信息查询,P230925101,1,0.0,0.0,0.0,,https://www.bbgdex.com:9003/bbw-trad-portal-app/202310/base/common/车辆大数据23103110505824.jpg,上海可当网络科技有限公司,B00000304,Y,,[],Y,"输入名字、身份证号码,查询驾驶证相关信息.",,U,bbwmt,北部湾大数据交易市场,B00000304,上海可当网络科技有限公司,N,15,bbgdex,,N,0,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,N,,,,,
,,2023-10-31 10:52:36,,2025-11-25 10:19:47,,{},631,SP202310310248,运营商大数据-全网手机状态验证,GP230921045256,运营商大数据-全网手机状态验证,P230921045,1,0.0,0.0,0.0,,https://www.bbgdex.com:9003/bbw-trad-portal-app/202310/base/common/手机运营23103110521697.jpg,上海可当网络科技有限公司,B00000304,Y,,,Y,基于用户授权，实时快速核验手机号在网状态，覆盖全网。,,U,bbwmt,北部湾大数据交易市场,B00000304,上海可当网络科技有限公司,N,15,bbgdex,,N,0,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,N,,,,,
,,2023-10-31 10:54:23,,2025-11-25 10:19:45,,{},651,SP202310310260,运营商大数据-全网手机状态验证V3简化版,GP230921046265,运营商大数据-全网手机状态验证V3简化版,P230921046,1,0.0,0.0,0.0,,https://www.bbgdex.com:9003/bbw-trad-portal-app/202310/base/common/手机运营23103110534378.jpg,上海可当网络科技有限公司,B00000304,Y,,,Y,基于用户授权，实时快速核验手机号在网状态，覆盖全网。与2110相比，支持查询的状态不同，可按场景需求选择，查询缺少是否携号转网。,,U,bbwmt,北部湾大数据交易市场,B00000304,上海可当网络科技有限公司,N,15,bbgdex,,N,0,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,N,,,,,
,,2023-10-31 10:55:14,,2025-11-25 10:19:43,,{},661,SP202310310267,运营商大数据-全网手机在网时长验证（基础版）,GP230921047273,运营商大数据-全网手机在网时长验证（基础版）,P230921047,1,0.0,0.0,0.0,,https://www.bbgdex.com:9003/bbw-trad-portal-app/202310/base/common/手机运营23103110545487.jpg,上海可当网络科技有限公司,B00000304,Y,,,Y,全网手机在网时长验证服务，验证手机在网时长。,,U,bbwmt,北部湾大数据交易市场,B00000304,上海可当网络科技有限公司,N,15,bbgdex,,N,0,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,N,,,,,
,,2023-10-31 10:56:37,,2025-11-25 10:19:40,,{},681,SP202310310277,运营商大数据-全网手机消费区间验证,GP230921048279,运营商大数据-全网手机消费区间验证,P230921048,1,0.0,0.0,0.0,,https://www.bbgdex.com:9003/bbw-trad-portal-app/202310/base/common/手机运营23103110560949.jpg,上海可当网络科技有限公司,B00000304,Y,,,Y,运营商大数据全网手机消费区间验证通过手机号来验证手机用户的消费区间。 输入手机号； 输出全网手机消费区间验证返回结果： 第一返回消费的区间关系； 第二返回：号码所属运营商（1：移动；2：联通；3：电信）; 第三返回：是否携号转网(1：是，0：否); 第四返回：号码实际所属运营商(1：移动；2：联通；3：电信);,,U,bbwmt,北部湾大数据交易市场,B00000304,上海可当网络科技有限公司,N,15,bbgdex,,N,0,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,N,,,,,
,,2023-10-31 10:57:30,,2025-11-25 10:19:37,,{},697,SP202310310285,运营商大数据-移动手机消费区间验证,GP230921049289,运营商大数据-移动手机消费区间验证,P230921049,1,0.0,0.0,0.0,,https://www.bbgdex.com:9003/bbw-trad-portal-app/202310/base/common/手机运营23103110572826.jpg,上海可当网络科技有限公司,B00000304,Y,,,Y,移动运营商大数据全网手机消费区间验证通过手机号来验证手机用户的消费区间。,,U,bbwmt,北部湾大数据交易市场,B00000304,上海可当网络科技有限公司,N,15,bbgdex,,N,0,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,N,,,,,
,,2023-10-31 10:58:52,,2025-11-25 10:19:33,,{},705,SP202310310290,铁路用户30天抵达城市核验,GP230921050294,铁路用户30天抵达城市核验,P230921050,1,0.0,0.0,0.0,,https://www.bbgdex.com:9003/bbw-trad-portal-app/202310/base/common/铁路23103110580839.jpg,上海可当网络科技有限公司,B00000304,Y,,,Y,铁路用户30天抵达城市核验是通过对铁路系统的数据进行分析和比对，验证用户在过去30天内是否在指定城市乘坐了火车。通过核验用户的旅行记录和火车票信息，可以判断用户在指定时间范围内是否到达了特定的城市。,,U,bbwmt,北部湾大数据交易市场,B00000304,上海可当网络科技有限公司,N,15,bbgdex,,N,0,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,N,,,,,
,,2023-10-31 10:59:51,,2025-11-25 10:19:30,,{},711,SP202310310293,铁路出行系列-铁路乘车人提前24-48小时购票比例V2,GP230921051300,铁路出行系列-铁路乘车人提前24-48小时购票比例V2,P230921051,1,0.0,0.0,0.0,,https://www.bbgdex.com:9003/bbw-trad-portal-app/202310/base/common/铁路23103110592442.jpg,上海可当网络科技有限公司,B00000304,Y,,,Y,该产品是针对铁路乘客的数据分析工具，通过输入乘客的身份证号并选择加密方式，可以计算出乘客提前购票的比例，将结果分为低、中、高三个等级。产品每月更新一次，更新频率为每月底左右，数据覆盖范围为全国铁路乘客，覆盖体量达到亿人。该产品可以为持牌公司金融类业务提供核验服务，为支付公司提供风险控制辅助，同时也可以为文旅部门提供旅客流量分析数据。																					,,U,bbwmt,北部湾大数据交易市场,B00000304,上海可当网络科技有限公司,N,15,bbgdex,,N,0,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,N,,,,,
,,2023-10-31 11:01:07,,2025-11-25 10:19:25,,{},723,SP202310310299,企业大数据-企业三要素验证,GP230921052304,企业大数据-企业三要素验证,P230921052,1,0.0,0.0,0.0,,https://www.bbgdex.com:9003/bbw-trad-portal-app/202310/base/common/企业23103111003944.jpg,上海可当网络科技有限公司,B00000304,Y,,,Y,该数据产品是一个企业三要素验证系统，用户可以输入统一社会社会信用代码、企业名称和法人代表信息，系统将输出验证结果，判断是否一致或不一致。该系统的数据更新频率为每周一次，涵盖全国企业和部分个体工商户事业单位。需要注意的是，由于数据更新和覆盖范围较大，接口的稳定性较差，建议酌情使用和推荐该产品。,,U,bbwmt,北部湾大数据交易市场,B00000304,上海可当网络科技有限公司,N,15,bbgdex,,N,0,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,N,,,,,
,,2023-10-31 11:02:00,,2025-11-25 10:19:22,,{},733,SP202310310304,高速大数据-车辆高速信息订阅V2,GP230921053311,高速大数据-车辆高速信息订阅V2,P230921053,1,0.0,0.0,0.0,,https://www.bbgdex.com:9003/bbw-trad-portal-app/202310/base/common/高速车辆23103111014714.jpg,上海可当网络科技有限公司,B00000304,Y,"[""QCSJZQ""]",,Y,车辆高速信息订阅V2是一款高速大数据产品，用户可以输入加密的小写车牌号和车牌颜色（黄绿）、查询起始日期和查询终止日期格式，通过订阅该服务，可以获取到车辆通行高速的相关信息。输出结果为结果数组，包括日期、入站城市、出站城市、通行里程（单位：千米，四舍五入保留小数位）、车货总重（单位：吨，四舍五入保留小数位）、轴数、支付类型、通行时间（单位：分钟，四舍五入保留小数位）、预估金额、货物周转量等。,,U,bbwmt,北部湾大数据交易市场,B00000304,上海可当网络科技有限公司,N,15,bbgdex,,N,0,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,N,,,,,
,,2023-10-31 11:05:59,,2025-11-25 10:19:19,,{},757,SP202310310318,经营风险-环保处罚列表,GP231011021327,经营风险-环保处罚列表,P231011021,1,0.0,0.0,0.0,,https://www.bbgdex.com:9003/bbw-trad-portal-app/202310/base/common/金融证券23103111054765.jpg,上海可当网络科技有限公司,B00000304,Y,,,Y,企业环保处罚列表，包括处罚类型、日期等。,,U,bbwmt,北部湾大数据交易市场,B00000304,上海可当网络科技有限公司,N,15,bbgdex,,N,0,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,N,,,,,
,,2023-10-31 11:06:39,,2025-11-25 10:19:16,,{},763,SP202310310322,铁路乘车人提前0-24小时购票比例（MD5）,GP230925126330,铁路乘车人提前0-24小时购票比例（MD5）,P230925126,1,0.0,0.0,0.0,,https://www.bbgdex.com:9003/bbw-trad-portal-app/202310/base/common/铁路23103111063392.jpg,上海可当网络科技有限公司,B00000304,Y,,,Y,该数据产品是针对铁路乘车人口提前购票行为进行分析的工具。通过收集铁路乘车人身份证号的MD5值以及对应的购票时间，可以计算出不同提前时间段的购票比例（0-24小时）。该产品每月更新一次，更新数据截至上月底，一般在每月10日左右完成更新。该产品的覆盖范围广泛，涵盖全国铁路乘客，共计8亿人。,,U,bbwmt,北部湾大数据交易市场,B00000304,上海可当网络科技有限公司,N,15,bbgdex,,N,0,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,N,,,,,
,,2023-10-31 11:06:59,,2025-11-25 10:19:14,,{},765,SP202310310323,经营风险-环保处罚详情,GP231011022329,经营风险-环保处罚详情,P231011022,1,0.0,0.0,0.0,,https://www.bbgdex.com:9003/bbw-trad-portal-app/202310/base/common/工商23103111064622.jpg,上海可当网络科技有限公司,B00000304,Y,,,Y,企业环保处罚详情，包括处罚类型、处罚生效/废止时间、处罚详情链接等。,,U,bbwmt,北部湾大数据交易市场,B00000304,上海可当网络科技有限公司,N,15,bbgdex,,N,0,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,N,,,,,
,,2023-10-31 11:07:52,,2025-11-25 10:19:11,,{},773,SP202310310327,经营信息-纳税A级,GP231011023334,经营信息-纳税A级,P231011023,1,0.0,0.0,0.0,,https://www.bbgdex.com:9003/bbw-trad-portal-app/202310/base/common/工商23103111073722.jpg,上海可当网络科技有限公司,B00000304,Y,,,Y,企业历年A级纳税人记录，包括企业信用年份及信用等级等。,,U,bbwmt,北部湾大数据交易市场,B00000304,上海可当网络科技有限公司,N,15,bbgdex,,N,0,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,N,,,,,
,,2023-10-31 11:08:43,,2025-11-25 10:19:08,,{},781,SP202310310331,经营信息- 海关登记,GP231011024338,经营信息- 海关登记,P231011024,1,0.0,0.0,0.0,,https://www.bbgdex.com:9003/bbw-trad-portal-app/202310/base/common/企业23103111083054.jpg,上海可当网络科技有限公司,B00000304,Y,,,Y,企业海关登记信息，海关编号、注册海关、经营类别等。,,U,bbwmt,北部湾大数据交易市场,B00000304,上海可当网络科技有限公司,N,15,bbgdex,,N,0,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,N,,,,,
,,2023-10-31 11:36:19,,2025-11-25 10:19:03,,{},785,SP202310310532,工商照面查询,GP231011028342,工商照面查询,P231011028,1,0.0,0.0,0.0,,https://www.bbgdex.com:9003/bbw-trad-portal-app/202310/base/common/企业23103111092666.jpg,上海可当网络科技有限公司,B00000304,Y,,,Y,企业工商照面及相关信息，包括统一社会信用代码、注册资本、经营范围、企业法定代表人等。,,U,bbwmt,北部湾大数据交易市场,B00000304,上海可当网络科技有限公司,N,15,bbgdex,,N,0,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,N,,,,,
,,2023-10-31 11:44:07,,2025-11-25 10:18:59,,{},803,SP202310310541,经营信息-纳税人类型,GP231011025345,经营信息-纳税人类型,P231011025,1,0.0,0.0,0.0,,https://www.bbgdex.com:9003/bbw-trad-portal-app/202310/base/common/企业23103111380457.jpg,上海可当网络科技有限公司,B00000304,Y,,,Y,纳税人类型信息，包括一般纳税人、小规模纳税人等。,,U,bbwmt,北部湾大数据交易市场,B00000304,上海可当网络科技有限公司,N,15,bbgdex,,N,0,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,N,,,,,
,,2023-10-31 11:45:06,,2025-11-25 10:18:56,,{},809,SP202310310699,企业工商二要素查询,GP231011029357,企业工商二要素查询,P231011029,1,0.0,0.0,0.0,,https://www.bbgdex.com:9003/bbw-trad-portal-app/202310/base/common/企业23103111445385.jpg,上海可当网络科技有限公司,B00000304,Y,,,Y,"企业名,统一社会信用代码一致性验证。",,U,bbwmt,北部湾大数据交易市场,B00000304,上海可当网络科技有限公司,N,15,bbgdex,,N,0,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,N,,,,,
,,2023-10-31 11:46:14,,2025-11-25 10:18:54,,{},815,SP202310310888,企业工商三要素查询,GP231011030359,企业工商三要素查询,P231011030,1,0.0,0.0,0.0,,https://www.bbgdex.com:9003/bbw-trad-portal-app/202310/base/common/工商23103111460400.jpg,上海可当网络科技有限公司,B00000304,Y,,,Y,"企业名,统一社会信用代码,法定代表人姓名一致性验证。",,U,bbwmt,北部湾大数据交易市场,B00000304,上海可当网络科技有限公司,N,15,bbgdex,,N,0,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,N,,,,,
,,2023-10-31 11:46:54,,2025-11-25 10:18:51,,{},821,SP202310310891,企业工商四要素查询,GP231011031361,企业工商四要素查询,P231011031,1,0.0,0.0,0.0,,https://www.bbgdex.com:9003/bbw-trad-portal-app/202310/base/common/企业23103111464588.jpg,上海可当网络科技有限公司,B00000304,Y,,,Y,"企业名,统一社会信用代码,法定代表人姓名,法定代表人身份证号一致性验证。",,U,bbwmt,北部湾大数据交易市场,B00000304,上海可当网络科技有限公司,N,15,bbgdex,,N,0,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,N,,,,,
,,2023-10-31 11:47:13,,2025-11-25 10:18:48,,{},823,SP202310311227,铁路出行系列-铁路乘车人提前0-24小时购票比例V2,GP230921003791,铁路出行系列-铁路乘车人提前0-24小时购票比例V2,P230921003,1,0.0,0.0,0.0,,https://www.bbgdex.com:9003/bbw-trad-portal-app/202311/base/common/铁路23110309480297.jpg,上海可当网络科技有限公司,B00000304,Y,,[],Y,该产品提供了铁路乘车人提前0-24小时购票比例的统计和分析。用户输入身份证号进行查询，加密方式默认为明文，也可以选择填写固定值进行加密。输出结果为提前小时购票比例的低、中、高三个等级。该产品每月更新一次，更新频率为每月底左右，更新数据为全国范围内的铁路乘客数据，覆盖体量达亿人。该产品主要服务于持牌公司金融类业务提供核验服务、支付公司提供风险控制辅助，以及文旅部门提供旅客流量分析产品等场景。,,U,bbwmt,北部湾大数据交易市场,B00000304,上海可当网络科技有限公司,N,15,bbgdex,,N,0,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,N,,,,,
,,2023-10-31 11:47:33,,2025-11-25 10:18:46,,{},829,SP202310311247,企业完整信息查询,GP231011032720,企业完整信息查询,P231011032,1,0.0,0.0,0.0,,https://www.bbgdex.com:9003/bbw-trad-portal-app/202310/base/common/企业23103111472400.jpg,上海可当网络科技有限公司,B00000304,Y,,,Y,企业工商信息、失信人信息及图谱信息(企业的股东、高管、对外投资、裁判文书、法院公告、历史股东、投资任职关系关联方（相同股东（含历史）、董监高（含历史）、法定代表人），疑似关系关联方（相同软件著作权、专利、裁判文书、邮箱、域名信息、联系电话（工商）、地址、字号））。,,U,bbwmt,北部湾大数据交易市场,B00000304,上海可当网络科技有限公司,N,15,bbgdex,,N,0,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,N,,,,,
,,2023-10-31 11:48:34,,2025-11-25 10:18:43,,{},837,SP202310311251,学历查询,GP231011033722,学历查询,P231011033,1,0.0,0.0,0.0,,https://www.bbgdex.com:9003/bbw-trad-portal-app/202310/base/common/金融23103111481567.jpg,上海可当网络科技有限公司,B00000304,Y,,,Y,学历查询指的是对相关人员持有的毕业证、学位证进行识别和认证。通常指查看一个人所完成或正在接受的教育经历，以确定其受教育的水平和层次。,,U,bbwmt,北部湾大数据交易市场,B00000304,上海可当网络科技有限公司,N,15,bbgdex,,N,0,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,N,,,,,
