authStatus,authStatusName,chargeType,chargeTypeName,dataCoverRange,goodsId,goodsName,goodsRegisterStatus,goodsRegisterStatusName,goodsType,goodsTypeName,introduce,isBroker,isGoodsRegister,keyWord,logo,minPrice,moneyUnit,price,priceDisplay,priceUnit,publishTime,pv,qualityAuthStatus,status,statusName,supplyCompanyName,userUnitAuthType,userUnitAuthTypeName
0,未上传,1,面议,全国,8633,建筑行业数据分析报告,,,[8],数据报告,结合百余种AI+智能分析模型，基于15年行业服务经验和海量建筑行业数据，从企业、项目、城市、政策、行业等不同类型和维度，生成可视化分析结果。并推出宏观市场分析报告、行业政策分析报告、重点省市分析报告、区域发展分析报告、中国水利行业发展分析报告等，助力企业精准研判市场动态，迅速把握行业趋势，从而在竞争中抢占先机。,False,False,"政策解码报告,行业深研报告,定制智库服务,年度数据报告",https://be.westdex.com.cn/prpr/file/b5b81fc762f94692801e764f660c4ff3._.03.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260124T153906Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=CzMinIO%2F20260124%2Fcn-north-1%2Fs3%2Faws4_request&X-Amz-Signature=507f24950aa817cfc68aded6e73b0237690d37c813d9ca25f32189615607099a,0,,,,,2025-12-05 17:00:26,,0,4,已上架,重庆开林建管家科技有限公司,"101,102","数据提供商,数据开发商"
0,未上传,1,面议,全国,8629,建管家建筑大数据查询SVIP,,,[6],数据工具,平台累计了1500万+建工企业数据、1400万+人员信息、5000万+工程项目信息，日均更新40万+行业数据，构建出一站式智能化多维查询体系，通过组合查、查企业、查人员、查四库、查省市、查中标、查水利、查公路、查招标、查信用等查询服务，快速掌握企业经营现状、智能分析竞争对手、深度洞察市场趋势。,False,False,"查四库,查企业,查人员,查业主,查公路",https://be.westdex.com.cn/prpr/file/cad6568dd9ec4ffd8c8ddab7c264e75d._.1.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260124T153906Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=CzMinIO%2F20260124%2Fcn-north-1%2Fs3%2Faws4_request&X-Amz-Signature=724a0a1459d57fa8a52207288465a203be200277fb92d61b60e42b0154b32021,0,,,,,2025-12-05 14:45:20,,0,4,已上架,重庆开林建管家科技有限公司,"101,102","数据提供商,数据开发商"
0,未上传,1,面议,全国,8685,建管家市场经营决策系统,,,[4],数据服务,"依托上亿级数据积淀，整合上下游产业链数据，全面打通企业内外部数据，运用上百个AI+智能分析模型。面向建筑企业战略发展、市场等相关部门，
通过政策分析、市场分析、商机获取、业主分析、竞对分析、决策驾驶舱等20+功能模块，帮助企业轻松预测市场发展趋势、抢先获取人脉商机、有效规避合作风险、高效分析数智决策。",False,False,"政策分析,市场分析,商机获取,业主分析,竞对分析",https://be.westdex.com.cn/prpr/file/4ba304ed71ed48caa7bd673b087be291._.01.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260124T153906Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=CzMinIO%2F20260124%2Fcn-north-1%2Fs3%2Faws4_request&X-Amz-Signature=062f554a942a1fb704836f8df2ff8756d0cc9f3d668fc8c6e9b586f950fb18ea,0,,,,,2025-12-05 14:44:52,,0,4,已上架,重庆开林建管家科技有限公司,"101,102","数据提供商,数据开发商"
0,未上传,1,面议,全国,8635,捷项工程管理软件,,,[6],数据工具,结合15年建筑行业深耕经验，将大数据分析应用与项目全流程数字化管理相融合，汇聚超600w项目商机，通过证书管理、招投标管理、物资管理、设备管理、成本管理、生产管理、财务管理、现场管理等数十项功能板块，助力企业管理效率提升3-5倍，成本降低2%-5%，风险降低10%-30%，为建筑企业转型升级提供更全面的数字化解决方案。,False,False,"证书管理,招投标管理,物资管理,设备管理,成本管理",https://be.westdex.com.cn/prpr/file/92418b5f7e894856bb321a6d4ac17bf4._.02.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260124T153906Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=CzMinIO%2F20260124%2Fcn-north-1%2Fs3%2Faws4_request&X-Amz-Signature=7ac6912fa9b959d97117f8c9048870cd6f23f0b001d6e333c53bb246d89b08d9,0,,,,,2025-12-05 14:44:32,,0,4,已上架,重庆开林建管家科技有限公司,"101,102","数据提供商,数据开发商"
0,未上传,1,面议,全国,10531,增值服务VIP,,,[4],数据服务,增值服务VIP，是大数据产品之一，致力于帮助企业轻松监控动态核查动向，快速查询企业资质到期、企业安许证书到期情况，助力企业有效规避核查风险及证照到期未续风险。,False,False,"证书到期,资质到期,动态核查",https://be.westdex.com.cn/prpr/file/b598e39edb284c89b85a146018e210fe._.05.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260124T153906Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=CzMinIO%2F20260124%2Fcn-north-1%2Fs3%2Faws4_request&X-Amz-Signature=b6285cd49658fd574355548fd20373e3e44ed6c3e9bafaba0baae9a8a4479711,0,,,,,2025-12-05 09:24:50,,0,4,已上架,重庆开林建管家科技有限公司,"101,102","数据提供商,数据开发商"
0,未上传,1,面议,全国,10532,建筑行业数据API,,,[5],API接口,依托亿级建筑数据库，以AI+智能挖掘、治理、分析能力，通过高度结构化的数据服务，为建筑企业快速搭建专属的数据资源池，使建筑企业可以轻松接入项目信息、企业资质、人员信息、招投标公告、商机信息等数据，助企业有效的管理和利用数据资产。,False,False,"项目信息,企业资质,人员信息,招投标公告,商机信息",,0,,,,,2025-12-05 09:24:33,,0,4,已上架,重庆开林建管家科技有限公司,"101,102","数据提供商,数据开发商"
0,未上传,1,面议,全国,10530,查业主SVIP,,,[4],数据服务,查业主是建管家品牌旗下大数据业态三大核心产品之一，汇聚200万+发包单位信息、1000万+发包单位人脉、1200万+竞争对手信息。通过大数据AI技术实时监控全网建筑行业数据信息，并对其进行动态整合及智能分析，助力建筑企业精准定位商机资源、全面剖析竞争对手、有效链接关键人脉资源。,False,False,"建筑企业,人员信息,四库业绩,省厅业绩,公路业绩",https://be.westdex.com.cn/prpr/file/0560c6816c204da5892f8a34f2ef68ef._.04.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260124T153906Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=CzMinIO%2F20260124%2Fcn-north-1%2Fs3%2Faws4_request&X-Amz-Signature=73dffca9a6b9bee05a276a8ff49ba33002197ceff66a03974c1a57ac80b74869,0,,,,,2025-12-05 09:24:09,,0,4,已上架,重庆开林建管家科技有限公司,"101,102","数据提供商,数据开发商"
0,未上传,2,按次数,全国福田、陕汽、东风19年后的车,10527,金融风险评分,,,[5],API接口,专为汽车金融风控场景设计，通过车辆核心信息生成量化风险评分，精准反映车辆作为金融资产的潜在风险等级，为贷前审核、额度评估、资产监控提供数据支撑。,False,False,汽车,,5.0,元,5.00,,次,2025-11-28 14:06:07,,0,4,已上架,慧达易行科技（武汉）有限公司,"101,102","数据提供商,数据开发商"
0,未上传,2,按次数,全国的福田、陕汽、东风19年后车,10528,还款能力评估（商用车）,,,[5],API接口,该接口专为汽车金融领域贷前审核、额度核定场景研发，通过车辆核心标识信息与指定日期，精准计算对应主体的还款能力量化数据，为车贷额度审批、信贷风险把控提供客观的数据参考，助力金融机构优化审核流程，降低信贷决策风险。,False,False,商用车,,5.0,元,5.00,,次,2025-11-28 14:05:52,,0,4,已上架,慧达易行科技（武汉）有限公司,"101,102","数据提供商,数据开发商"
0,未上传,1,面议,全国23年后全车,10529,加油事件核验（商用车）,,,[5],API接口,该接口专注于车辆加油行为的精准核验，通过车辆识别码与指定日期，可详细调取目标车辆对应日期的加油全维度数据，为车辆运营成本核算、油耗监控、异常加油行为排查提供可靠数据支撑，助力企业规范车辆管理、降低运营风险。,False,False,加油,https://be.westdex.com.cn/prpr/file/cb8c9d2d267941aa936839213799183c._.%E5%8A%A0%E6%B2%B9%E4%BA%8B%E4%BB%B6%E6%A0%B8%E9%AA%8C.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260124T153906Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=CzMinIO%2F20260124%2Fcn-north-1%2Fs3%2Faws4_request&X-Amz-Signature=674cbbaceb535afa993dbf46214226ff33dbcfa8e5b5f9808c681458cabaecfb,0,,,,,2025-11-28 14:05:46,,0,4,已上架,慧达易行科技（武汉）有限公司,"101,102","数据提供商,数据开发商"
0,未上传,1,面议,全国,10522,AI+准度领航数据质控合规系统,,,[6],数据工具,"""AI+ 准度领航系统""聚焦政务数据""找不全、管不细、用不好""核心痛点，依托""标准库+规则库+算法库""三库协同机制，构建覆盖数据全生命周期的智能治理体系。系统通过智能探查实现全域数据资产自动识别与目录构建，运用多维度质量检测模型和预置政务规则引擎精准诊断数据问题，基于行业知识图谱和智能推荐算法开展靶向治理，配套数据探针、质量诊断仪等工具链实现自动化标准转换与持续监控。有效支撑政务数据从资源化到资产化的价值跃升，为数字化治理提供高质量数据底座。",False,False,"政企服务,数据治理,AI+",https://be.westdex.com.cn/prpr/file/0240d2843ede401e92be342e1dc26ab4._.%E5%87%86%E5%BA%A6%E9%A2%86%E8%88%AA.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260124T153907Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=CzMinIO%2F20260124%2Fcn-north-1%2Fs3%2Faws4_request&X-Amz-Signature=6327fc9108d3d841aef42c2c6b69f2f736bef70bd2fe3fa943ed8fb5dbf5de3a,,,,,,2025-11-21 11:08:12,,0,4,已上架,国脉互联数字发展（浙江自贸区）有限公司,"101,102","数据提供商,数据开发商"
0,未上传,1,面议,重庆市,10523,重庆高速公路服务区商业热度数据,,,[5],API接口,重庆高速公路服务区商业热度数据数据产品聚焦重庆高速服务区商业热度，整合车流、客流、商铺进店率等核心数据，覆盖大足、武隆、围龙等热门站点，呈现时段性、区域性热度差异，为商业选址、运营调整提供精准数据支撑，助力高效决策。,False,False,"高速公路,服务区,商业热度,商业选址,车流量",,0,,,,,2025-11-21 11:07:58,,0,4,已上架,重庆数字交通产业集团有限公司,"101,102,201,208","数据提供商,数据开发商,数据集成商,资产评估机构"
0,未上传,2,按次数,天津、广州,10524,新能源残值评估报告（乘用车）,,,[5],API接口,新能源年检预检报告API是一款专为新能源汽车设计的深度电池与故障诊断服务。它通过车辆VIN码和车牌号，精准评估车辆核心三电系统（电池、电机、电控）的健康状况，提供包括电池容量保持率、故障历史、充电习惯在内的关键数据报告。本服务是新能源汽车年检、二手车估值、车队电瓶管理及个人购车决策中，评估车辆真实性能和潜在风险的权威“体检中心”。,False,False,乘用车,,25.0,元,25.00,,次,2025-11-21 11:07:26,,0,4,已上架,慧达易行科技（武汉）有限公司,"101,102","数据提供商,数据开发商"
0,未上传,2,按次数,天津、广州,10525,新能源检测报告（乘用车）,,,[5],API接口,新能源整体评估报告（乘用车）API是一款面向新能源汽车的综合性车况与价值评估服务。它融合了车辆的静态属性、动态使用数据、电池性能、充电行为及关键系统管理能力，通过多维度算法模型生成一份全面的评估报告，并首次引入残值计算与综合评分。本服务是新能源二手车交易、金融风控、资产定价等领域进行专业决策的“权威评估师”。,False,False,"乘用车,检测报告",,25.0,元,25.00,,次,2025-11-21 11:07:05,,0,4,已上架,慧达易行科技（武汉）有限公司,"101,102","数据提供商,数据开发商"
0,未上传,2,按次数,全国，福田、陕汽、东风19年后的车,10526,里程真实性核验（商用车）,,,[5],API接口,精准核验车辆里程真实性，助力规避调表风险，为二手车交易、资产估值、车况检测提供核心数据支撑。,False,False,"商用车,里程校验",,2.0,元,2.00,,次,2025-11-21 11:06:41,,0,4,已上架,慧达易行科技（武汉）有限公司,"101,102","数据提供商,数据开发商"
0,未上传,1,面议,全国,10510,城市环境空气质量日数据集,,,[7],高质量数据集,是经自主加工后形成全面、系统且具有时效性的空气质量信息汇总，可直观反映不同城市在特定时间段内的空气质量状况，为AI模型在环境预测、污染溯源、智能预警等场景下的建模与优化提供高质量、可计算的数据支撑。,False,False,"空气质量,大数据,生态环境",https://be.westdex.com.cn/prpr/file/936a67098589452494fe946bbbb5bd20._.%E5%A4%A9%E8%9E%8D%E7%8E%AF%E5%A2%83%E5%9B%BE%E6%A0%87.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260124T153907Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=CzMinIO%2F20260124%2Fcn-north-1%2Fs3%2Faws4_request&X-Amz-Signature=edfdc63935897144c9f9002969c0591a2efffcf283ffab8eb88021750412b922,0,,,,,2025-10-23 16:54:11,,0,4,已上架,天津天融环境科技发展有限公司,"101,102","数据提供商,数据开发商"
0,未上传,1,面议,全国,10511,城市环境空气质量小时数据集,,,[7],高质量数据集,是经自主加工后形成全面、系统且具有时效性的空气质量信息汇总，可直观反映不同城市在特定时间段内的空气质量状况，为AI模型在环境预测、污染溯源、智能预警等场景下的建模与优化提供高质量、可计算的数据支撑。,False,False,"生态环境,空气质量,大数据",https://be.westdex.com.cn/prpr/file/d34f8e75800847c9bb96f52daf87eb65._.%E5%A4%A9%E8%9E%8D%E7%8E%AF%E5%A2%83%E5%9B%BE%E6%A0%87.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260124T153907Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=CzMinIO%2F20260124%2Fcn-north-1%2Fs3%2Faws4_request&X-Amz-Signature=42cc32ff7780fc380b83b510a5d6ee7ef7c25d48ae546ec5fdf34bd7974b29e0,,,,,,2025-10-23 16:53:28,,0,4,已上架,天津天融环境科技发展有限公司,"101,102","数据提供商,数据开发商"
0,未上传,1,面议,全国,10512,国控地表水实时监测数据集,,,[7],高质量数据集,是评估水体健康状况、判断水质达标的核心依据，可以用来污染溯源和预测预警，能帮助环保部门快速锁定污染排放源，及时发布预警信息，有效防范重大水环境污染事件。同时，能为政府制定和调整水资源保护政策、流域综合治理规划提供了科学决策支持。,False,False,"生态环境,地表水,大数据",https://be.westdex.com.cn/prpr/file/dc8c3c12f2954614ac5d5b886fbc34f9._.%E5%A4%A9%E8%9E%8D%E7%8E%AF%E5%A2%83%E5%9B%BE%E6%A0%87.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260124T153907Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=CzMinIO%2F20260124%2Fcn-north-1%2Fs3%2Faws4_request&X-Amz-Signature=0e19acad66f2ade3091318382693a4eadf87dc0eb119c37d1ef982e6bf3f80cf,0,,,,,2025-10-23 16:52:59,,0,4,已上架,天津天融环境科技发展有限公司,"101,102","数据提供商,数据开发商"
0,未上传,1,面议,全国,10513,环境空气质量预测数据（城市）,,,[7],高质量数据集,该数据集是天融环境大模型基于全国高密度大气污染监测网络、ERA5大气再分析数据及多源异构数据资源，依托华为盘古科学计算大模型技术底座，预测输出未来7日城市环境空气质量的数据。,False,False,"空气质量,预测预报,大数据",https://be.westdex.com.cn/prpr/file/01a9f7aa00a14f97b4478355e445dfa2._.%E5%A4%A9%E8%9E%8D%E7%8E%AF%E5%A2%83%E5%9B%BE%E6%A0%87.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260124T153907Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=CzMinIO%2F20260124%2Fcn-north-1%2Fs3%2Faws4_request&X-Amz-Signature=479ef41e41eb474180718117570ce8e3ce888cbc667f4aa903e54496fecdd29f,0,,,,,2025-10-23 16:52:10,,0,4,已上架,天津天融环境科技发展有限公司,"101,102","数据提供商,数据开发商"
0,未上传,1,面议,全国,10514,环境空气质量预测数据（国控站）,,,[7],高质量数据集,该数据集是天融环境大模型基于全国高密度大气污染监测网络、ERA5大气再分析数据及多源异构数据资源，依托华为盘古科学计算大模型技术底座，预测输出未来7日国控站点环境空气质量的数据。,False,False,"空气质量,预测预报,大数据",https://be.westdex.com.cn/prpr/file/e5c937823edc42848b535538d06bb5b3._.%E5%A4%A9%E8%9E%8D%E7%8E%AF%E5%A2%83%E5%9B%BE%E6%A0%87.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260124T153907Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=CzMinIO%2F20260124%2Fcn-north-1%2Fs3%2Faws4_request&X-Amz-Signature=b39428f43ee278ead9fed3dc42c5b24da036194fca55678fdec1f570416ba199,0,,,,,2025-10-23 16:51:13,,0,4,已上架,天津天融环境科技发展有限公司,"101,102","数据提供商,数据开发商"
0,未上传,1,面议,全国,10515,全国城市天气实况数据集,,,[7],高质量数据集,该数据集是描述全国城市天气实况的数据集，涵盖了常见的气象指标参数，能为各行业提供基础气象数据支持。在民生上指导市民出行与健康防护，科研中为气候研究、城市规划等提供数据支撑，助力应对全球气候变化。,False,False,"气象服务,天气实况",https://be.westdex.com.cn/prpr/file/144cb73bd9a74110b460ada44ecef3f9._.%E5%A4%A9%E8%9E%8D%E7%8E%AF%E5%A2%83%E5%9B%BE%E6%A0%87.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260124T153908Z&X-Amz-SignedHeaders=host&X-Amz-Expires=299&X-Amz-Credential=CzMinIO%2F20260124%2Fcn-north-1%2Fs3%2Faws4_request&X-Amz-Signature=7001ba0aedf3e89e66848e4c3ba73e3efd1a3eb17400d28edf97dd8b39d5b3f6,0,,,,,2025-10-23 16:50:48,,0,4,已上架,天津天融环境科技发展有限公司,"101,102","数据提供商,数据开发商"
0,未上传,1,面议,全国,10516,全国国控站环境空气质量日数据集,,,[7],高质量数据集,是经自主加工后形成全面、系统且具有时效性的空气质量信息汇总，可直观反映不同站点在特定时间段内的空气质量状况，为AI模型在环境预测、污染溯源、智能预警等场景下的建模与优化提供高质量、可计算的数据支撑。,False,False,"生态环境,空气质量,大数据",https://be.westdex.com.cn/prpr/file/f4eff2814c5f4cd5ba1766b537ae384f._.%E5%A4%A9%E8%9E%8D%E7%8E%AF%E5%A2%83%E5%9B%BE%E6%A0%87.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260124T153908Z&X-Amz-SignedHeaders=host&X-Amz-Expires=299&X-Amz-Credential=CzMinIO%2F20260124%2Fcn-north-1%2Fs3%2Faws4_request&X-Amz-Signature=ed7156f48aee48bd4044ddb36e107b4427d9a34c8021c1b0f04d0d0a8ac6433f,0,,,,,2025-10-23 16:48:52,,0,4,已上架,天津天融环境科技发展有限公司,"101,102","数据提供商,数据开发商"
0,未上传,1,面议,全国,10517,国控站环境空气质量小时数据集,,,[7],高质量数据集,是经自主加工后形成全面、系统且具有时效性的空气质量信息汇总，可直观反映不同站点在特定时间段内的空气质量状况，为AI模型在环境预测、污染溯源、智能预警等场景下的建模与优化提供高质量、可计算的数据支撑。,False,False,"生态环境,空气质量,大数据",https://be.westdex.com.cn/prpr/file/58df13457e3b41a1a75fee556934da0d._.%E5%A4%A9%E8%9E%8D%E7%8E%AF%E5%A2%83%E5%9B%BE%E6%A0%87.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260124T153908Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=CzMinIO%2F20260124%2Fcn-north-1%2Fs3%2Faws4_request&X-Amz-Signature=3839342c0fd6bfbc1780642e4ca885c02c52e8b65dcb165c4ee768c21303c6d2,0,,,,,2025-10-23 16:48:36,,0,4,已上架,天津天融环境科技发展有限公司,"101,102","数据提供商,数据开发商"
2,已通过,1,面议,/,10520,大模型训练数据集,,,[7],高质量数据集,本数据集覆盖文本、图像、视频多模态数据，涵盖医疗、法律、金融、自动驾驶等领域。包含 1100 篇医疗图文、3400 万条法规、8.5 万张交通监控图像及 15000 小时多语言视频，支持 AI 模型训练、智能驾驶算法优化、智慧医疗诊断等场景。数据经过结构化处理，标注精准，质量可靠，可满足企业级 AI 研发需求。,False,False,大模型训练数据,http://be.westdex.com.cn/pbpr/image/074a51140ac74ceba8c0dcd6c93f77e0.png,0,,,,,2025-10-23 16:02:10,,2,4,已上架,重庆正略科技有限公司,101,数据提供商
