productId,productName,supplyName,logo,price,dataProductType,dataProductTypeName,useScene,useSceneStr,dataProductDesc,billableType,billableTypeName,listPlatform,listPlatformName,listPlatformUrl,unitsName,units,validityTerm,validityTermName,clientId,dataProductRegionName,useIndustry,useIndustryName,memberId,categoryStatus,subscribeStatus,subscribeStatusName
49302a0d915646fb858278454d09da57,GlobeLand30数据集,吉林省中遥科技有限公司,/avator/cf5858b0f2bd43328b9ce2201906d7cb,,dataSet,数据集,,,GlobeLand30数据集是中国国家高技术研究发展计划(863计划)全球地表覆盖遥感制图与关键技术研究项目的重要成果。该数据集包含十个主要的地表覆盖类型，分别是耕地、森林、草地、灌木地、湿地、水体、苔原、人造地表、裸地、冰川和永久积雪。,10,面议,01,数据产品交易区,https://exchange.datadmz.com:30101,,,,,datadmz,北方大数据交易中心,A21,地理空间,8537360569b140f5bdcd771dba179df8,on,00,立即订阅
b699fcba76a94cec8ce15cc6e1a19343,中国30米分辨率园地分布数据,吉林省中遥科技有限公司,/avator/e96bd7481b104a9eabdae7b5e51e4176,,dataSet,数据集,,,"园地是中国最主要农田用地类型之一，具有重要的经济价值，对乡村振兴和农民增收具有重要意义。园地空间分布反映了农业资源禀赋，可以为区域农业资源开发、特色农产品规划的制定提供参考依据，对农村可持续发展具有重要意义。
本数据集利用2020年度遥感影像数据提取获得，本数据集可用于国土空间规划编制、乡村振兴规划、农村特色农产品开发等方面的研究。",10,面议,01,数据产品交易区,https://exchange.datadmz.com:30101,,,,,datadmz,北方大数据交易中心,A21,地理空间,8537360569b140f5bdcd771dba179df8,on,00,立即订阅
912a22c26b0c4c7f8255255b6edb0ef4,全国30米农业大棚空间分布数据,吉林省中遥科技有限公司,/avator/f7e35cafd3104490a67ccc73aa35c8cd,,dataSet,数据集,,,本数据基于 Google Earth Engine（GEE）云计算平台，采用 10 米空间分辨率的Sentinel-2 遥感影像，进行全国农业塑料大棚的分类数据生产。具体而言，首先基于地面样本点计算大棚的光谱特征和纹理特征，并训练随机森林模型，并对数据进行采样处理为30米分辨率。,10,面议,01,数据产品交易区,https://exchange.datadmz.com:30101,,,,,datadmz,北方大数据交易中心,A21,地理空间,8537360569b140f5bdcd771dba179df8,on,00,立即订阅
f84e4a5f014246b4a0c9a78922b5cbb7,全国30米草地遥感监测空间分布数据,吉林省中遥科技有限公司,/avator/df8854aed9f5434492471389c7f6d74a,,dataSet,数据集,,,全国30米土地利用类型遥感监测空间分布数据，是基于美国陆地卫星Landsat 系列（MSS、TM、7、8、9）影像数据，通过人机交互解译生成。根据LUCC分类体系将草地分为高覆盖草地、中覆盖草地和地覆盖草地三种。,10,面议,01,数据产品交易区,https://exchange.datadmz.com:30101,,,,,datadmz,北方大数据交易中心,A21,地理空间,8537360569b140f5bdcd771dba179df8,on,00,立即订阅
544051b6a1f84214885ab542a28ca763,全国30米农田遥感监测空间分布数据,吉林省中遥科技有限公司,/avator/1c3fd552d204418aa2080144db4878f6,,dataSet,数据集,,,全国30米农田类型遥感监测空间分布数据，是基于美国陆地卫星Landsat 系列（MSS、TM、7、8、9）影像数据，通过人机交互解译生成。根据LUCC分类体系将农田分为水田和旱田两种。,10,面议,01,数据产品交易区,https://exchange.datadmz.com:30101,,,,,datadmz,北方大数据交易中心,A21,地理空间,8537360569b140f5bdcd771dba179df8,on,00,立即订阅
d6b7185c60e043c7ac2238eae44cc053,1985-2020年全球30米地表覆盖精细分类产品,吉林省中遥科技有限公司,/avator/4966096ac2394ec28052cbdc2e4a32d9,,dataSet,数据集,,,为了实现全自动长时序的全球30米地表覆盖动态监测目标，刘良云课题组2020年最新研发的全球30米地表覆盖精细分类产品（GLC_FCS30-2020）为基准数据，提出了耦合变化检测和动态更新相结合的长时序地表覆盖动态监测方案,10,面议,01,数据产品交易区,https://exchange.datadmz.com:30101,,,,,datadmz,北方大数据交易中心,A21,地理空间,8537360569b140f5bdcd771dba179df8,on,00,立即订阅
c5a8ed5533f6406fa9090c259e4c3a3a,2020年ESA 10m 土地覆盖数据,吉林省中遥科技有限公司,/avator/79c1669f42934b3a8a47a07f8c01eec1,,dataSet,数据集,,,欧洲航天局（ESA） 产品基于 Sentinel-1 和 Sentinel-2 数据提供了一种新的全球地表覆盖产品，分辨率为 10 米，时间为 2020 年。,10,面议,01,数据产品交易区,https://exchange.datadmz.com:30101,,,,,datadmz,北方大数据交易中心,A21,地理空间,8537360569b140f5bdcd771dba179df8,on,00,立即订阅
ad4edc7f71d24efe8e428933f23901bb,中国城市土地利用空间分布数据,吉林省中遥科技有限公司,/avator/5a84a1b0657645d98740d65ad467e4e2,,dataSet,数据集,,,土地利用是人类活动在土地空间的重要表现形式，由于人口增长和城市化进程的加速，城市土地利用正发生着迅速的变化。,10,面议,01,数据产品交易区,https://exchange.datadmz.com:30101,,,,,datadmz,北方大数据交易中心,A21,地理空间,8537360569b140f5bdcd771dba179df8,on,00,立即订阅
b604055495dd40f7b81479ff93709883,全国30米林地遥感监测空间分布数据,吉林省中遥科技有限公司,/avator/0c00d442714b4c318fc006b474e2fa15,,dataSet,数据集,,,全国30米林地类型遥感监测空间分布数据，是基于美国陆地卫星Landsat 系列（MSS、TM、7、8、9）影像数据，通过人机交互解译生成。根据LUCC分类体系将林地分为有林地、灌木林地、疏林地和其他林地四种。全国数据有1972-2021年共39期。,10,面议,01,数据产品交易区,https://exchange.datadmz.com:30101,,,,,datadmz,北方大数据交易中心,A21,地理空间,8537360569b140f5bdcd771dba179df8,on,00,立即订阅
b4f415aea8ab4678ac7748bbd36e0b12,中国1990-2022逐年30m分辨率土地利用分类数据,吉林省中遥科技有限公司,/avator/fea5a42aeca944b886d7da9b503c75cf,,dataSet,数据集,,,"2021年7月，武汉大学杨杰、黄昕两位教授共同撰写题为《30m annual land cover and its dynamics in China from 1990 to 2019》的研究论文发表于Earth System Science Data(IF=11, TOP 1区)。该数据已经更新到1985-2020年，并全部公开，文末附下载方式。",10,面议,01,数据产品交易区,https://exchange.datadmz.com:30101,,,,,datadmz,北方大数据交易中心,A21,地理空间,8537360569b140f5bdcd771dba179df8,on,00,立即订阅
67e73226c07c4b1b888d5760126f02d9,全国商业服务业用地矢量数据（2024）,吉林省中遥科技有限公司,/avator/15e3d8da10824f9f990988d76e082a45,,dataSet,数据集,,,该数据集为全国最新商业服务业用地的矢量数据，数据范围为全国，共计86106条数据，详细记录着各个商服用地的名称信息，数据集主要以shp的格式存储。,10,面议,01,数据产品交易区,https://exchange.datadmz.com:30101,,,,,datadmz,北方大数据交易中心,A21,地理空间,8537360569b140f5bdcd771dba179df8,on,00,立即订阅
b78692a9818942118463063570f3a06b,中国1KM网格住宅用地密度数据集（2020）,吉林省中遥科技有限公司,/avator/7bc3228c67c64dad92e8e8803aea371b,,dataSet,数据集,,,住宅用地密度在城乡规划、国土空间利用等方面具有重要意义。它可以帮助优化居住用地布局，提高国土空间利用效率，并为城镇和村庄发展规划提供参考依据。通过分析住宅用地密度，可以评估区域居民生活质量，进行规划实施评估和区域居民生活质量评价‌。,10,面议,01,数据产品交易区,https://exchange.datadmz.com:30101,,,,,datadmz,北方大数据交易中心,A21,地理空间,8537360569b140f5bdcd771dba179df8,on,00,立即订阅
6875f571af2f4d40adeff6846c0f4db3,基于随机森林2017-2024年中国30米分辨率光伏用地数据,吉林省中遥科技有限公司,/avator/153044142b2c4452a7ddba7dabd75000,,dataSet,数据集,,,本数据集基于Google地球引擎的“SATELLITE_EMBEDDING/V1/ANNUAL”数据集所提供的深度特征，利用高性能计算的随机森林分类模型，生成了2017年至2024年间覆盖中国范围的30米空间分辨率光伏用地专题产品。,10,面议,01,数据产品交易区,https://exchange.datadmz.com:30101,,,,,datadmz,北方大数据交易中心,A21,地理空间,8537360569b140f5bdcd771dba179df8,on,00,立即订阅
d47b259564c84c9bbdfe6a1277eaf68f,全国5米土地利用遥感监测数据（GB T 21010-2017,吉林省中遥科技有限公司,/avator/82448bde0a524711b3e79af82c921219,,dataSet,数据集,,,全国5米土地利用类型遥感监测空间分布数据，是基于谷歌高分辨率影像数据人机交互解译形成，并使用POI数据、ROI数据进行数据修正。根据GB/T 21010-2017《土地利用现状分类》将土地利用类型分为12个一级类，73个二级类。全国数据有2020年和2021年两期。,10,面议,01,数据产品交易区,https://exchange.datadmz.com:30101,,,,,datadmz,北方大数据交易中心,A21,地理空间,8537360569b140f5bdcd771dba179df8,on,00,立即订阅
a14a0677b82d49a0b32753e9a4d6948f,2007年全国200米土地利用遥感监测空间分布数据,吉林省中遥科技有限公司,/avator/ac8ac6097f1e4cd48244fd49415b9ede,,dataSet,数据集,,,"全国200米土地利用类型遥感监测空间分布数据，是基于美国陆地卫星Landsat 系列（MSS、TM、7、8、9）影像数据，通过人机交互解译生成30米土地利用类型遥感监测空间分布数据，之后根据重采样获取200米分辨率数据。根据LUCC分类体系将土地利用类型分为6个一级类，25个二级类。
全国数据有1972-2021年共39期。因早期Landsat数据时空覆盖缺失，1972-1977年合成第一期数据，",10,面议,01,数据产品交易区,https://exchange.datadmz.com:30101,,,,,datadmz,北方大数据交易中心,"A16,A21","生态环保,地理空间",8537360569b140f5bdcd771dba179df8,on,00,立即订阅
5508daedd5dd42429f4d88b1cca89d11,2004年全国200米土地利用遥感监测空间分布数据,吉林省中遥科技有限公司,/avator/3873c03243b946bea1d2c4ab95fec19d,,dataSet,数据集,,,"全国200米土地利用类型遥感监测空间分布数据，是基于美国陆地卫星Landsat 系列（MSS、TM、7、8、9）影像数据，通过人机交互解译生成30米土地利用类型遥感监测空间分布数据，之后根据重采样获取200米分辨率数据。根据LUCC分类体系将土地利用类型分为6个一级类，25个二级类。
全国数据有1972-2021年共39期。因早期Landsat数据时空覆盖缺失，1972-1977年合成第一期数据，",10,面议,01,数据产品交易区,https://exchange.datadmz.com:30101,,,,,datadmz,北方大数据交易中心,A21,地理空间,8537360569b140f5bdcd771dba179df8,on,00,立即订阅
e06ca83fa213421b935d66d5d023e05b,2011年全国200米土地利用遥感监测空间分布数据,吉林省中遥科技有限公司,/avator/3bba377dc5bc43aaac22896c4ccdaae6,,dataSet,数据集,,,"全国200米土地利用类型遥感监测空间分布数据，是基于美国陆地卫星Landsat 系列（MSS、TM、7、8、9）影像数据，通过人机交互解译生成30米土地利用类型遥感监测空间分布数据，之后根据重采样获取200米分辨率数据。根据LUCC分类体系将土地利用类型分为6个一级类，25个二级类。
全国数据有1972-2021年共39期。因早期Landsat数据时空覆盖缺失，1972-1977年合成第一期数据，",10,面议,01,数据产品交易区,https://exchange.datadmz.com:30101,,,,,datadmz,北方大数据交易中心,A21,地理空间,8537360569b140f5bdcd771dba179df8,on,00,立即订阅
84ce18cf0b704d918010d884daf11cb4,2009年全国200米土地利用遥感监测空间分布数据,吉林省中遥科技有限公司,/avator/a37a4acc31ed4c70ba14abf15ef83bfd,,dataSet,数据集,,,"全国200米土地利用类型遥感监测空间分布数据，是基于美国陆地卫星Landsat 系列（MSS、TM、7、8、9）影像数据，通过人机交互解译生成30米土地利用类型遥感监测空间分布数据，之后根据重采样获取200米分辨率数据。根据LUCC分类体系将土地利用类型分为6个一级类，25个二级类。
全国数据有1972-2021年共39期。因早期Landsat数据时空覆盖缺失，1972-1977年合成第一期数据，",10,面议,01,数据产品交易区,https://exchange.datadmz.com:30101,,,,,datadmz,北方大数据交易中心,A21,地理空间,8537360569b140f5bdcd771dba179df8,on,00,立即订阅
42934f295e4f4ac5b3a01fac756d03f0,2013年全国200米土地利用遥感监测空间分布数据,吉林省中遥科技有限公司,/avator/49197f623a764f19823224a07fe1386a,,dataSet,数据集,,,"全国200米土地利用类型遥感监测空间分布数据，是基于美国陆地卫星Landsat 系列（MSS、TM、7、8、9）影像数据，通过人机交互解译生成30米土地利用类型遥感监测空间分布数据，之后根据重采样获取200米分辨率数据。根据LUCC分类体系将土地利用类型分为6个一级类，25个二级类。
全国数据有1972-2021年共39期。因早期Landsat数据时空覆盖缺失，1972-1977年合成第一期数据，",10,面议,01,数据产品交易区,https://exchange.datadmz.com:30101,,,,,datadmz,北方大数据交易中心,A21,地理空间,8537360569b140f5bdcd771dba179df8,on,00,立即订阅
1c56b0efcdd843ad96866543572606c3,2016年全国200米土地利用遥感监测空间分布数据,吉林省中遥科技有限公司,/avator/a292e017e13a4c72a67a8cd0ad241d0b,,dataSet,数据集,,,"全国200米土地利用类型遥感监测空间分布数据，是基于美国陆地卫星Landsat 系列（MSS、TM、7、8、9）影像数据，通过人机交互解译生成30米土地利用类型遥感监测空间分布数据，之后根据重采样获取200米分辨率数据。根据LUCC分类体系将土地利用类型分为6个一级类，25个二级类。
全国数据有1972-2021年共39期。因早期Landsat数据时空覆盖缺失，1972-1977年合成第一期数据，",10,面议,01,数据产品交易区,https://exchange.datadmz.com:30101,,,,,datadmz,北方大数据交易中心,A21,地理空间,8537360569b140f5bdcd771dba179df8,on,00,立即订阅
0ee9a2a03dda4e879b1beefcd19e0136,2014年全国200米土地利用遥感监测空间分布数据,吉林省中遥科技有限公司,/avator/2a1135ff44504ca992eb15b37c0445b8,,dataSet,数据集,,,"全国200米土地利用类型遥感监测空间分布数据，是基于美国陆地卫星Landsat 系列（MSS、TM、7、8、9）影像数据，通过人机交互解译生成30米土地利用类型遥感监测空间分布数据，之后根据重采样获取200米分辨率数据。根据LUCC分类体系将土地利用类型分为6个一级类，25个二级类。
全国数据有1972-2021年共39期。因早期Landsat数据时空覆盖缺失，1972-1977年合成第一期数据，",10,面议,01,数据产品交易区,https://exchange.datadmz.com:30101,,,,,datadmz,北方大数据交易中心,A21,地理空间,8537360569b140f5bdcd771dba179df8,on,00,立即订阅
59572237df16484d847fe8e16cdc9706,2017年全国200米土地利用遥感监测空间分布数据,吉林省中遥科技有限公司,/avator/201df7e78df348e495d0ba56ab4080e8,,dataSet,数据集,,,"全国200米土地利用类型遥感监测空间分布数据，是基于美国陆地卫星Landsat 系列（MSS、TM、7、8、9）影像数据，通过人机交互解译生成30米土地利用类型遥感监测空间分布数据，之后根据重采样获取200米分辨率数据。根据LUCC分类体系将土地利用类型分为6个一级类，25个二级类。
全国数据有1972-2021年共39期。因早期Landsat数据时空覆盖缺失，1972-1977年合成第一期数据，",10,面议,01,数据产品交易区,https://exchange.datadmz.com:30101,,,,,datadmz,北方大数据交易中心,A21,地理空间,8537360569b140f5bdcd771dba179df8,on,00,立即订阅
b1f9416955ec4dd9aaa07dbafa8214a3,2019年全国200米土地利用遥感监测空间分布数据,吉林省中遥科技有限公司,/avator/da2805ee31a94e2c8b7a0f98dead38f9,,dataSet,数据集,,,"全国200米土地利用类型遥感监测空间分布数据，是基于美国陆地卫星Landsat 系列（MSS、TM、7、8、9）影像数据，通过人机交互解译生成30米土地利用类型遥感监测空间分布数据，之后根据重采样获取200米分辨率数据。根据LUCC分类体系将土地利用类型分为6个一级类，25个二级类。
全国数据有1972-2021年共39期。因早期Landsat数据时空覆盖缺失，1972-1977年合成第一期数据，",10,面议,01,数据产品交易区,https://exchange.datadmz.com:30101,,,,,datadmz,北方大数据交易中心,A21,地理空间,8537360569b140f5bdcd771dba179df8,on,00,立即订阅
40be47262ee54a1890f85aad691db70a,1995年全国200米土地利用遥感监测空间分布数据,吉林省中遥科技有限公司,/avator/3bcd0a7e95064a7f96cfc77017b8a5aa,,dataSet,数据集,,,"全国200米土地利用类型遥感监测空间分布数据，是基于美国陆地卫星Landsat 系列（MSS、TM、7、8、9）影像数据，通过人机交互解译生成30米土地利用类型遥感监测空间分布数据，之后根据重采样获取200米分辨率数据。根据LUCC分类体系将土地利用类型分为6个一级类，25个二级类。
全国数据有1972-2021年共39期。因早期Landsat数据时空覆盖缺失，1972-1977年合成第一期数据，",10,面议,01,数据产品交易区,https://exchange.datadmz.com:30101,,,,,datadmz,北方大数据交易中心,A21,地理空间,8537360569b140f5bdcd771dba179df8,on,00,立即订阅
1c7dda7809584fd6a7b475a05d56427c,2015年全国200米土地利用遥感监测空间分布数据,吉林省中遥科技有限公司,/avator/1790febb99664340a3a3d6b873d6634b,,dataSet,数据集,,,"全国200米土地利用类型遥感监测空间分布数据，是基于美国陆地卫星Landsat 系列（MSS、TM、7、8、9）影像数据，通过人机交互解译生成30米土地利用类型遥感监测空间分布数据，之后根据重采样获取200米分辨率数据。根据LUCC分类体系将土地利用类型分为6个一级类，25个二级类。
全国数据有1972-2021年共39期。因早期Landsat数据时空覆盖缺失，1972-1977年合成第一期数据，",10,面议,01,数据产品交易区,https://exchange.datadmz.com:30101,,,,,datadmz,北方大数据交易中心,A21,地理空间,8537360569b140f5bdcd771dba179df8,on,00,立即订阅
ecfd2722068842a9b084bb286767278f,2010年全国200米土地利用遥感监测空间分布数据,吉林省中遥科技有限公司,/avator/fff110fbff334a528683d090bf25bb0c,,dataSet,数据集,,,"全国200米土地利用类型遥感监测空间分布数据，是基于美国陆地卫星Landsat 系列（MSS、TM、7、8、9）影像数据，通过人机交互解译生成30米土地利用类型遥感监测空间分布数据，之后根据重采样获取200米分辨率数据。根据LUCC分类体系将土地利用类型分为6个一级类，25个二级类。
全国数据有1972-2021年共39期。因早期Landsat数据时空覆盖缺失，1972-1977年合成第一期数据，",10,面议,01,数据产品交易区,https://exchange.datadmz.com:30101,,,,,datadmz,北方大数据交易中心,A21,地理空间,8537360569b140f5bdcd771dba179df8,on,00,立即订阅
d7640b2b7a9a44029bd1fde5712aa38e,2018年全国200米土地利用遥感监测空间分布数据,吉林省中遥科技有限公司,/avator/0128c0af21cd43da9415c5b5293e076e,,dataSet,数据集,,,"全国200米土地利用类型遥感监测空间分布数据，是基于美国陆地卫星Landsat 系列（MSS、TM、7、8、9）影像数据，通过人机交互解译生成30米土地利用类型遥感监测空间分布数据，之后根据重采样获取200米分辨率数据。根据LUCC分类体系将土地利用类型分为6个一级类，25个二级类。
全国数据有1972-2021年共39期。因早期Landsat数据时空覆盖缺失，1972-1977年合成第一期数据，",10,面议,01,数据产品交易区,https://exchange.datadmz.com:30101,,,,,datadmz,北方大数据交易中心,A21,地理空间,8537360569b140f5bdcd771dba179df8,on,00,立即订阅
b98b759fc2164b33b812a553cdcf1093,2006年全国200米土地利用遥感监测空间分布数据,吉林省中遥科技有限公司,/avator/c5efba9b42854166bc4616332c2f6df9,,dataSet,数据集,,,"全国200米土地利用类型遥感监测空间分布数据，是基于美国陆地卫星Landsat 系列（MSS、TM、7、8、9）影像数据，通过人机交互解译生成30米土地利用类型遥感监测空间分布数据，之后根据重采样获取200米分辨率数据。根据LUCC分类体系将土地利用类型分为6个一级类，25个二级类。
全国数据有1972-2021年共39期。因早期Landsat数据时空覆盖缺失，1972-1977年合成第一期数据，",10,面议,01,数据产品交易区,https://exchange.datadmz.com:30101,,,,,datadmz,北方大数据交易中心,A21,地理空间,8537360569b140f5bdcd771dba179df8,on,00,立即订阅
3e8ba81e9c3e483fba16032333e2a71c,2012年全国200米土地利用遥感监测空间分布数据,吉林省中遥科技有限公司,/avator/e1b0994be2f5467bbe0036abe58c47db,,dataSet,数据集,,,"全国200米土地利用类型遥感监测空间分布数据，是基于美国陆地卫星Landsat 系列（MSS、TM、7、8、9）影像数据，通过人机交互解译生成30米土地利用类型遥感监测空间分布数据，之后根据重采样获取200米分辨率数据。根据LUCC分类体系将土地利用类型分为6个一级类，25个二级类。
全国数据有1972-2021年共39期。因早期Landsat数据时空覆盖缺失，1972-1977年合成第一期数据，",10,面议,01,数据产品交易区,https://exchange.datadmz.com:30101,,,,,datadmz,北方大数据交易中心,A21,地理空间,8537360569b140f5bdcd771dba179df8,on,00,立即订阅
0c325bb03db0402dac600ea7c021e778,2005年全国200米土地利用遥感监测空间分布数据,吉林省中遥科技有限公司,/avator/00823743b8d1454285f4765e5ed7ef44,,dataSet,数据集,,,"全国200米土地利用类型遥感监测空间分布数据，是基于美国陆地卫星Landsat 系列（MSS、TM、7、8、9）影像数据，通过人机交互解译生成30米土地利用类型遥感监测空间分布数据，之后根据重采样获取200米分辨率数据。根据LUCC分类体系将土地利用类型分为6个一级类，25个二级类。
全国数据有1972-2021年共39期。因早期Landsat数据时空覆盖缺失，1972-1977年合成第一期数据，",10,面议,01,数据产品交易区,https://exchange.datadmz.com:30101,,,,,datadmz,北方大数据交易中心,A21,地理空间,8537360569b140f5bdcd771dba179df8,on,00,立即订阅
532d75d2e60041a1b819509ff9398edf,1990年全国200米土地利用遥感监测空间分布数据,吉林省中遥科技有限公司,/avator/cc937f11adb14b90a193736438d0f091,,dataSet,数据集,,,"全国200米土地利用类型遥感监测空间分布数据，是基于美国陆地卫星Landsat 系列（MSS、TM、7、8、9）影像数据，通过人机交互解译生成30米土地利用类型遥感监测空间分布数据，之后根据重采样获取200米分辨率数据。根据LUCC分类体系将土地利用类型分为6个一级类，25个二级类。
全国数据有1972-2021年共39期。因早期Landsat数据时空覆盖缺失，1972-1977年合成第一期数据，",10,面议,01,数据产品交易区,https://exchange.datadmz.com:30101,,,,,datadmz,北方大数据交易中心,A21,地理空间,8537360569b140f5bdcd771dba179df8,on,00,立即订阅
