proResourceId,proResourceName,proResourceDesc,proResourceType,companyName,companyLogo,itemPrice,views,score,payNum,launchDate,tags_domains,tags_industry,tags_sceneClassification,tags_all,productTag_count,tags_featuredZone
9d435e97d2524ea882c72ffeb0068a74,就业分析,服务于人力资源与社会保障部门，提供对全国各区县乡镇的就业人口宏观监测。联通信令大数据以海量、高频、多维的优势能够准确客观反映就业市场现状，能够对农民工、高校毕业生、灵活就业等重点人群进行持续动态的监测分析，以及对全域人口分布与就业情况实时洞察。大数据为就业监测、分析、预测、预警、智慧服务提供了重要技术手段，解决了传统统计数据时效难、细分难、客观难、精准难的问题。,dataset,中国联合网络通信有限公司山西省分公司,http://www.sxdataex.com/mduploads/4359f559b01e4e218e366123cac0a5b8/20260109153443/图标-1767944083197.png,-1.00,3,0,0,2026-01-09 14:48:58,生活服务,公共管理、社会保障和社会组织,城市治理,生活服务|公共管理、社会保障和社会组织|城市治理,3,
d4cd504f22de485ea6988ac7fe95497d,城市规划与人口统计,手机信令作为人口大数据的天然采集器，采用科学的数据外推等方法，可还原全体人口的分布与出行矩阵，在功能上和空间上支撑从国家到地方的多层级智慧规划服务，并为其提供有效的监测预警手段，辅助提升国土空间利用效率。,dataset,中国联合网络通信有限公司山西省分公司,http://www.sxdataex.com/mduploads/4359f559b01e4e218e366123cac0a5b8/20260109153443/图标-1767944083197.png,-1.00,0,0,0,2026-01-09 14:48:52,公共安全|机构团体|生活服务,制造业|电力、热力、燃气及水生产和供应业|建筑业|交通运输、仓储和邮政业|房地产业,城市治理,公共安全|机构团体|生活服务|制造业|电力、热力、燃气及水生产和供应业|建筑业|交通运输、仓储和邮政业|房地产业|城市治理,9,
814cdc5116804cbfb8549b77963e6e4a,产业园区用工,基于中国联通手机用户空间位置、时空轨迹等大数据，按照百人手机拥有量、联通用户占比等十几个因素，推算产业集聚区内全口径用工人数,dataset,中国联合网络通信有限公司山西省分公司,http://www.sxdataex.com/mduploads/4359f559b01e4e218e366123cac0a5b8/20260109153443/图标-1767944083197.png,-1.00,1,0,0,2026-01-09 14:48:43,安全生产,制造业,工业制造,安全生产|制造业|工业制造,3,
a6aa844bd11240019656560e58b889da,城市交通,城市公共交通是关系广大百姓生活的基础性的民生工程，是支撑实现我国节能减排战略的关键环节。以服务广大百姓出行为出发点，利用多源大数据融合、人工智能、云计算技术，建设公共交通大数据决策支持系统，进一步强化对全市公交客流特征的深度感知，评估企业运输组织效率，优化公交线网走向及布局，通过大数据挖潜提高公交客流分流道路压力，引导企业提升营运效率，提高公交网络可达性，进一步建成以公交优先发展为基础的公交智能化体系，加快形成满足居民日常出行的、高吸引力、高满意度的公共交通出行网络,dataset,中国联合网络通信有限公司山西省分公司,http://www.sxdataex.com/mduploads/4359f559b01e4e218e366123cac0a5b8/20260109153443/图标-1767944083197.png,-1.00,1,0,0,2026-01-09 14:48:26,生活服务,交通运输、仓储和邮政业,交通运输,生活服务|交通运输、仓储和邮政业|交通运输,3,
242514432aeb411aa190fc8fe54a6856,凤城分数据接口服务,凤城分是依托个人公共信用信息与行为信用信息构建信用评分模型，形成的晋城市个人信用等级评价。本次经营权转让通过公开方式选定第三方，由第三方拓展凤城分数据接口服务合作场景，拓展成功后在凤城分界面显示合作对象和合作内容，从而提高凤城分、合作对象的知名度，实现合作共赢。,data_service,晋城市云祥大数据科技运营有限公司,http://www.sxdataex.com/mduploads/0dfeb843cee14234b05158330ee20e9d/20260106150017/AI_logo-1767682817069.png,-1.00,2,0,0,2026-01-07 16:01:04,科技创新,信息传输、软件和信息技术服务业,科技创新,科技创新|金融专区|信息传输、软件和信息技术服务业,4,金融专区
11e41cfd7f144d48944c60aa8697bd70,车辆出险记录查验,车辆风险穿透式核查：覆盖 “基础车况 + 保险风险 + 历史出险” 全维度（如是否水淹 / 盗抢、拒赔记录、营业属性、车主任数），尤其是精准输出 “损失部位明细（如大梁校正、前风挡更换）”“单次 / 最大损失金额”“出险时间节点”，替代传统人工查档（如仅查出险次数），帮助企业降低车辆风险误判率 35%+，避免 “隐性事故车”“高风险抵押车” 带来的资产损失​。,data_service,慧达易行科技（武汉）有限公司,http://www.sxdataex.com/mduploads/64756971c04e4b809a259a301b1f13b6/20251127090345/慧达商标-1764205425426.png,1200.00,0,0,0,2026-01-07 10:31:10,财税金融,交通运输、仓储和邮政业,交通运输,财税金融|交通运输、仓储和邮政业|交通运输,3,
4e26647dbb5a483eba1a96d14085456b,车辆画像,全维度车况深度洞察：输出 16 项核心评分（含车辆里程、黎明 / 深夜出行、月均车速、疲劳驾驶、高速行驶等），覆盖 “行驶行为 - 里程状态 - 区域分布” 全场景，替代传统单一车况检测（如仅看里程），帮助企业降低车况误判率 40%+，避免因信息不全导致的决策偏差​。,data_service,慧达易行科技（武汉）有限公司,http://www.sxdataex.com/mduploads/64756971c04e4b809a259a301b1f13b6/20251127090345/慧达商标-1764205425426.png,200.00,1,0,0,2026-01-07 10:31:07,财税金融,交通运输、仓储和邮政业,交通运输,财税金融|交通运输、仓储和邮政业|交通运输,3,
57fe616f99374d2ebfe3c0e84fad8d47,钧达数科-数据产品运营服务,钧达数科数据产品运营服务平台是聚焦数据产品全生命周期运营的载体，核心目标是实现数据产品的用户管理、服务监控、价值变现与迭代优化，其技术栈围绕用户行为分析、数据服务交付、运营监控、计费结算、权限管控五大核心能力构建，工具选型需匹配数据产品的服务形态（如 API、可视化报表、数据集市）与运营规模。,data_report,钧尔达（上海）数字科技有限公司,http://www.sxdataex.com/mduploads/11d7484354bb43c7a8775eceba189382/20241218134556/logo-1734500756936.png,-1.00,3,0,0,2026-01-06 10:06:21,科技创新,信息传输、软件和信息技术服务业,交通运输|现代农业|金融服务|城市治理|工业制造|文化旅游|商贸流通|绿色低碳|科技创新,科技创新|信息传输、软件和信息技术服务业|交通运输|现代农业|金融服务|城市治理|工业制造|文化旅游|商贸流通|绿色低碳,11,
98ed0badc7d04ab596d3f4183435cc89,西安中科西光航天能源设施安全与生态监测系统,依托空天地一体化遥感与智能感知技术，为油气管道、电力线路等能源“生命线”开展无损检测与安全评估；通过技术革新实现从人工巡检向智能化技防的转型，大幅提升监测效率与精准度；同时捕捉能源作业区生态变化轨迹，为能源开发与生态保护协同发展提供数据支撑，助力能源行业绿色安全高质量发展。,data_report,西安中科西光航天科技集团有限公司,http://www.sxdataex.com/mduploads/285b4cc4283b430ea85862587c99544b/20251126094207/微信图片_20251016164521_20_2-1764121327073.png,-1.00,1,0,0,2026-01-04 10:45:23,科技创新|资源能源,采矿业|制造业|电力、热力、燃气及水生产和供应业|农、林、牧、渔业|水利、环境和公共设施管理业,城市治理|工业制造|绿色低碳|科技创新,科技创新|资源能源|采矿业|制造业|电力、热力、燃气及水生产和供应业|农、林、牧、渔业|水利、环境和公共设施管理业|城市治理|工业制造|绿色低碳,11,
349e716b8cdb4325b48a8c81875d4cfe,西安中科西光航天能源基地生态监测平台,依托空天地一体化遥感技术，构建能源基地开发全周期生态监测体系。可追踪开发各阶段对植被、土壤、水体等生态要素的影响，精准评估生态变化态势，为能源基地规划优化、生态保护修复及监管决策提供科学数据支撑，助力能源开发与生态保护协同发展。,data_report,西安中科西光航天科技集团有限公司,http://www.sxdataex.com/mduploads/285b4cc4283b430ea85862587c99544b/20251126094207/微信图片_20251016164521_20_2-1764121327073.png,-1.00,0,0,0,2026-01-04 10:45:22,资源能源,采矿业|制造业|电力、热力、燃气及水生产和供应业|水利、环境和公共设施管理业,工业制造|绿色低碳|科技创新,资源能源|采矿业|制造业|电力、热力、燃气及水生产和供应业|水利、环境和公共设施管理业|工业制造|绿色低碳|科技创新,8,
8abbaaa5c6714356a8c174ae8cf2cd8c,西安中科西光航天水利工程智能监管平台,依托空天地一体化遥感监测与物联网感知技术，构建水利全场景智能监管体系。平台聚焦供水安全保障、水利工程施工管控及运维监测三大核心需求，通过数据采集、智能分析预警，为水利管理部门提供科学化、精细化决策支撑，全面提升水利工程安全运行与高效管理水平。,data_report,西安中科西光航天科技集团有限公司,http://www.sxdataex.com/mduploads/285b4cc4283b430ea85862587c99544b/20251126094207/微信图片_20251016164521_20_2-1764121327073.png,-1.00,2,0,0,2026-01-04 10:45:20,安全生产|资源能源|科技创新|生活服务,水利、环境和公共设施管理业|制造业,交通运输|现代农业|金融服务|城市治理|工业制造|文化旅游|科技创新,安全生产|资源能源|科技创新|生活服务|水利、环境和公共设施管理业|制造业|交通运输|现代农业|金融服务|城市治理|工业制造|文化旅游,13,
a13b3f695f5f4e9bb512cdab6bc578f7,西安中科西光航天新能源场站生态管理平台,以空天地一体化遥感技术为核心支撑，创新融合“运维赋能”与“生态保护”双重功能。平台一方面可实现新能源场站开发全周期动态监测，精准捕捉植被覆盖、土壤质量、水体环境等生态要素变化，科学评估开发活动的生态影响，为场站规划优化、生态保护修复及监管决策提供量化数据支撑；另一方面聚焦场站运营核心需求，输出精准数据服务，助力实现智能化运维升级，有效提升场站运营效率，全方位保障新能源产业绿色、高效、可持续发展。,data_report,西安中科西光航天科技集团有限公司,http://www.sxdataex.com/mduploads/285b4cc4283b430ea85862587c99544b/20251126094207/微信图片_20251016164521_20_2-1764121327073.png,-1.00,1,0,0,2026-01-04 10:45:18,资源能源,水利、环境和公共设施管理业|农、林、牧、渔业|采矿业|制造业,城市治理|现代农业|绿色低碳|科技创新,资源能源|水利、环境和公共设施管理业|农、林、牧、渔业|采矿业|制造业|城市治理|现代农业|绿色低碳|科技创新,9,
c48260e81ba04c0b891cde251708b197,西安中科西光航天智慧农情监测系统,"依托自主高光谱遥感卫星及星座技术优势，创新构建农产品 “光谱身份证” 溯源体系。系统通过卫星遥感光谱数据的精准解析，可实现作物病虫害的早发现，并依据作物生长需求输出精细化施肥用药方案。最终帮助农业生产主体降低病虫害损失、减少农资投入，全面提升特色农产品品质与市场竞争力。
",data_report,西安中科西光航天科技集团有限公司,http://www.sxdataex.com/mduploads/285b4cc4283b430ea85862587c99544b/20251126094207/微信图片_20251016164521_20_2-1764121327073.png,-1.00,0,0,0,2026-01-04 10:45:16,科技创新|资源能源|安全生产|生活服务|机构团体|公共安全,制造业|农、林、牧、渔业|水利、环境和公共设施管理业,现代农业|绿色低碳|科技创新|应急管理|文化旅游|工业制造|城市治理,科技创新|资源能源|安全生产|生活服务|机构团体|公共安全|制造业|农、林、牧、渔业|水利、环境和公共设施管理业|现代农业|绿色低碳|应急管理|文化旅游|工业制造|城市治理,16,
35bc5a6df6ff4a9d89ea67c37d470552,西安中科西光航天水安全智慧监测系统,依托空天地一体化遥感监测技术，构建全域水安全智能防控体系。系统可实现水质参数的大范围快速反演与动态评估，精准识别非法采砂、河道侵占等违法行为，同时辅助监测堤坝渗漏等关键安全隐患，为水利、环保等部门提供科学决策依据，全方位筑牢水安全屏障。,data_report,西安中科西光航天科技集团有限公司,http://www.sxdataex.com/mduploads/285b4cc4283b430ea85862587c99544b/20251126094207/微信图片_20251016164521_20_2-1764121327073.png,-1.00,0,0,0,2026-01-04 10:45:13,科技创新|公共安全|机构团体|资源能源|安全生产|生活服务,农、林、牧、渔业|制造业|水利、环境和公共设施管理业,城市治理|文化旅游|工业制造|绿色低碳|气象服务|科技创新,科技创新|公共安全|机构团体|资源能源|安全生产|生活服务|农、林、牧、渔业|制造业|水利、环境和公共设施管理业|城市治理|文化旅游|工业制造|绿色低碳|气象服务,15,
ba03332d7d6f43fbadc919870322ca1d,西安中科西光航天环境污染智慧监管平台,依托空天地一体化遥感监测技术，构建水、土、气全域环境监管体系。平台可快速定位各类污染源位置，对环境质量状况开展精准量化评价，输出多维度监测分析报告，为环境管理部门提供科学治污、精准施策的核心数据支撑，全面提升生态环境治理现代化水平。,data_report,西安中科西光航天科技集团有限公司,http://www.sxdataex.com/mduploads/285b4cc4283b430ea85862587c99544b/20251126094207/微信图片_20251016164521_20_2-1764121327073.png,-1.00,0,0,0,2026-01-04 10:45:10,资源能源|安全生产|生活服务,农、林、牧、渔业|信息传输、软件和信息技术服务业|水利、环境和公共设施管理业,应急管理|绿色低碳|科技创新,资源能源|安全生产|生活服务|农、林、牧、渔业|信息传输、软件和信息技术服务业|水利、环境和公共设施管理业|应急管理|绿色低碳|科技创新,9,
eb71f86ab2d64bb59dd540acd0a00333,西安中科西光航天森林生态智能监测系统,整合高光谱卫星遥感技术与空天地一体化遥感监测技术优势，构建全域自然资源与森林资源数字化监管体系。平台聚焦 “摸清资源家底、严守耕地红线、守护矿山生态、保障森林安全” 四大核心目标，可精准完成土地利用智能分类，实现耕地 “非粮化”、非法占地的监测预警；对矿产资源开采、生态修复全流程进行动态化、精准化管控；同时可对森林火灾隐患、病虫害滋生情况进行感知、精准识别、提前预警，助力监管部门化被动处置为主动防控，全面提升自然资源综合治理与森林生态保护、灾害防控能力。,data_report,西安中科西光航天科技集团有限公司,http://www.sxdataex.com/mduploads/285b4cc4283b430ea85862587c99544b/20251126094207/微信图片_20251016164521_20_2-1764121327073.png,-1.00,1,0,0,2026-01-04 10:45:06,科技创新|公共安全|市场监管|资源能源|安全生产|生活服务,农、林、牧、渔业|采矿业|制造业|信息传输、软件和信息技术服务业|水利、环境和公共设施管理业|公共管理、社会保障和社会组织,现代农业|城市治理|文化旅游|应急管理|绿色低碳|科技创新,科技创新|公共安全|市场监管|资源能源|安全生产|生活服务|农、林、牧、渔业|采矿业|制造业|信息传输、软件和信息技术服务业|水利、环境和公共设施管理业|公共管理、社会保障和社会组织|现代农业|城市治理|文化旅游|应急管理|绿色低碳,18,
4eb198faf52a42cbb4065877c43b965a,西安中科西光航天自然资源智慧监管平台,依托高光谱卫星遥感技术优势，构建全域自然资源数字化监管体系。平台聚焦 “摸清资源家底、严守耕地红线、守护矿山生态” 三大核心目标，实现土地利用分类，监管耕地“非粮化”与非法占地；对矿产资源开采、生态修复实现动态、精准监管，，助力监管部门大幅提升执法效率与综合治理水平。,data_report,西安中科西光航天科技集团有限公司,http://www.sxdataex.com/mduploads/285b4cc4283b430ea85862587c99544b/20251126094207/微信图片_20251016164521_20_2-1764121327073.png,-1.00,0,0,0,2026-01-04 10:45:04,公共安全|机构团体|科技创新|市场监管|资源能源|安全生产|生活服务,制造业|采矿业|农、林、牧、渔业|信息传输、软件和信息技术服务业|水利、环境和公共设施管理业,现代农业|城市治理|工业制造|应急管理|绿色低碳|科技创新,公共安全|机构团体|科技创新|市场监管|资源能源|安全生产|生活服务|制造业|采矿业|农、林、牧、渔业|信息传输、软件和信息技术服务业|水利、环境和公共设施管理业|现代农业|城市治理|工业制造|应急管理|绿色低碳,18,
20a2a561c3f34ea4878ab4a7b1c33f81,西安中科西光航天全链品质溯源系统,依托数据采集与分析技术，构建从原料源头到终端产品的全生命周期溯源体系。通过对生产各环节数据的精准把控，保障原料“优生优育”与品质一致性，助力企业打造高端化、高可信度产品，同时推动供应链实现数字化转型与精细化运营管理。,data_report,西安中科西光航天科技集团有限公司,http://www.sxdataex.com/mduploads/285b4cc4283b430ea85862587c99544b/20251126094207/微信图片_20251016164521_20_2-1764121327073.png,-1.00,1,0,0,2026-01-04 10:45:01,科技创新|机构团体|安全生产,制造业|信息传输、软件和信息技术服务业,工业制造|科技创新|金融服务,科技创新|机构团体|安全生产|制造业|信息传输、软件和信息技术服务业|工业制造|金融服务,8,
fbfdf2cf57984328ad08738704670401,西安中科西光航天空天地一体化农险定损平台,依托卫星遥感/无人机低空探测的空天协同技术体系，将传统人工查勘升级为化核查模式，不仅大幅降低保险机构运营成本，更凭借客观精准的探测数据杜绝道德风险，实现农险快速理赔，既提升农户服务满意度，又显著增强保险产品的市场竞争力。,data_report,西安中科西光航天科技集团有限公司,http://www.sxdataex.com/mduploads/285b4cc4283b430ea85862587c99544b/20251126094207/微信图片_20251016164521_20_2-1764121327073.png,-1.00,1,0,0,2026-01-04 10:40:41,科技创新|安全生产|生活服务,农、林、牧、渔业|制造业,现代农业|城市治理|工业制造|绿色低碳,科技创新|安全生产|生活服务|农、林、牧、渔业|制造业|现代农业|城市治理|工业制造|绿色低碳,9,
ffad7507e7b849c8b240500d6ec85ee6,恩光科技全生命周期体温心率血压和血氧分析数据集合,本数据产品由运城市恩光科技有限公司采集整理，涵盖青年中年老年群体的体温、心率、血压及血分析多维健康数据。数据采集过程严格遵循隐私保护法规，经脱敏处理确保信息安全，兼具完整性与准确性。作为反映中青年健康状况的关键数据资产，其可支撑医疗健康领域的慢性病预防研究、健康管理产品优化，也能为保险精算、公共卫生决策等提供数据依据。依托山西数据要素流通平台，本产品将助力数实融合，为相关行业提质增效提供核心数据支撑。,dataset,运城市恩光科技有限公司,http://www.sxdataex.com/mduploads/c522247e5ed6425c97b24c075461d495/20251209165703/图片1-1765270623629.png,-1.00,3,0,0,2025-12-29 14:55:46,科技创新|生活服务,信息传输、软件和信息技术服务业|卫生和社会工作,医疗健康|科技创新,科技创新|生活服务|医疗健康专区|人工智能专区|信息传输、软件和信息技术服务业|卫生和社会工作|医疗健康,8,医疗健康专区|人工智能专区
79102213ba1a41a78e580dc9fadfde88,产科超声数据集,作为一款专业的产科超声数据产品，专注于为产科专业医生、产科临床医务人员、医疗科研机构提供高质量、标准化的超声数据图像数据集，该产品具有数据规模大、质量高、种类多、标注信息丰富等特点。可以作为产科医务人员的辅助诊断工具，帮助产科医务人员更加精准便捷的进行医疗诊断与服务，提升诊断效率与服务质量，减少误诊率；同时也为产科专业研人员提供丰富的专业数据资源，促进产科专业领域的研究与创新,dataset,深圳华声医疗技术股份有限公司,http://www.sxdataex.com/mduploads/985ba75d63b94ac2b2279755e9efb267/20251218150148/37b80876fbfe07c5d0ec67fca91b88d3-1766041308090.png,-1.00,4,0,0,2025-12-26 15:35:07,科技创新,卫生和社会工作,医疗健康,科技创新|医疗健康专区|卫生和社会工作|医疗健康,4,医疗健康专区
