activityApplyId,activityId,activityName,algorithmValidity,applyCount,authorizeHybState,cascadeList,companyId,companyName,count,createDate,dataSources,evalAttrValue,expireTime,expiryTime,fees,isBook,isCheckInEnsure,isOaAudit,isPopular,isResource,isShowAppHyb,issynclml,itemPrice,items,launchDate,modelInstruction,paymentType,planTitle,popularDate,privateType,proCategoryId,proCommonTagId,proCommonTagIdByZoneId,proCommonTagIdFirst,proCommonTagIdFirstSvc,proCommonTagIdThirdSvc,proContentValidity,proExpUrl,proIndustryType,proIntroduction,proIsPresale,proPeriodDate,proResVideo,proResourceActivityType,proResourceDesc,proResourceFeeDesc,proResourceId,proResourceInfoId,proResourceLogo,proResourceName,proResourceScene,proResourceService,proResourceTag,proResourceType,proRichText,proZoneId,punishFile,relevanceResource,relevanceResourceAsString,resourceApiDTO,resourcefilesDTO,saleId,sceneSecondTag,sceneThirdTag,serviceType,shelveId,softwareVer,sportGenre,statusCd,synclmlTime,tagId,tagId1,topping,toppingTime,unit,unitCode,userId,views
,,,,0,,,,阿波罗智联（北京）科技有限公司,,,,0,,,,,,,,,,,-1.00,,2022-09-20 12:31:23,,,,,,,,,,,,,,,,,,,0,"依托百度高精地图技术和全栈自主AI能力
实现资产管理精细化-道路巡检自动化-维修养护高效化，为交通参与者营造美好出行环境",,171a1a7e1b6442c89e894a379008c471,,https://s3.datadex.cn/uploads/6bab3299e5d740b8ad01b67918bb83e7/20220919102422/%E6%95%B0%E5%AD%97%E5%8C%96%E8%B5%84%E4%BA%A7.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=rqErGtLyp5eP38F7%2F20260124%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260124T110001Z&X-Amz-Expires=18000&X-Amz-SignedHeaders=host&X-Amz-Signature=4cf484dfae0c7c52091ae5cb58d2ade859a6626428d9f42b859a2761a8ecc849,道路数字化资产管理,,,,general_app,,,,,,,,,,,,,,,1002,,,,1,2022-11-25 16:08:15,,,,
,,,,0,,,,海南数造科技有限公司,,,,0,,,,,,,,,,,-1.00,,2022-09-29 14:30:19,,,,,,,,,,,,,,,,,,,0,DataFactory（ 数据开发工厂 ）集成数据同步、数据开发、任务提测、任务发布、运维调度的一站式数据开发平台，提供在线协作的批数据处理和流数据处理的开发，通过智能IDE和可视化编排能力，简化传统复杂的数据开发流水线，支持多环境的开发协作，提高数据开发效率和管理规范。,,64bd6384ca69491092a0b7dd1b0375c0,,https://s3.datadex.cn/uploads/E122246160F045FBBBB003095E7F0E12/20220929105052/%E4%B8%AA%E4%BA%BA%E4%B8%AD%E5%BF%83.a163ec70.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=rqErGtLyp5eP38F7%2F20260124%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260124T134142Z&X-Amz-Expires=18000&X-Amz-SignedHeaders=host&X-Amz-Signature=d616679d5c7e87892397fb1d01bf30506eb4cca0a51f809a36fbcc3cad149215,数造万象-数据工厂平台（简称：DTB-DataFactory）,,,,general_app,,,,,,,,,,,,,,,1002,,,,1,2022-11-25 16:07:08,,,,
,,,,3,,,,中国电信股份有限公司北京研究院,,,,3,,,,,,,,,,,-1.00,,2022-10-26 11:52:49,,,,,,,,,,,,,,,,,,,0,"中国电信研究院大数据与人工智能研究所自主研发的数据编织技术平台，支持多源分布式数据的协同治理，通过对资源的统一编排，打破节点之间的异构环境，实现多云、跨域数据的快速集成。研发团队基于自研的超立方体坐标系的元数据知识图谱算法，实现自动化的知识图谱智能补全能力，实现多维数据与业务之间的逻辑关联，为用户提供智能化数据推荐服务。用户可通过统一的SQL接口访问，对异构数据进行联合查询和自助式分析。
",,6252e969a807457f8405dfb744784e8e,,https://s3.datadex.cn/uploads/6699fc38b1684f6aa298221290980fb9/20221024154530/%E6%95%B0%E6%8D%AE%E7%BC%96%E7%BB%87%E4%BA%A7%E5%93%81logo%E5%9B%BE.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=rqErGtLyp5eP38F7%2F20260124%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260124T134142Z&X-Amz-Expires=18000&X-Amz-SignedHeaders=host&X-Amz-Signature=96a8e5e98c109d82ba8387b840086c17315f53e482bcc3e503e5179953d07ff4,数据编织技术平台,,,,data_service,,,,,,,,,,,,,,,1002,,,,1,2022-11-25 16:05:52,,,,
,,,,0,,,,北京超图软件股份有限公司,,,,0,,,,,,,,,,,-1.00,,2022-10-17 23:54:09,,,,,,,,,,,,,,,,,,,0,"SuperMap iDesktopX 是业界首款跨平台全功能桌面GIS软件，突破了专业桌面GIS软件只能运行于Windows环境的困境，可在 Linux 环境中完美运行。SuperMap iDesktopX 提供了适用于不同平台的版本，分为 Windows 和 Linux 两个版本。
SuperMap iDesktopX 是基于 SuperMap iObjects Java，通过 Java 语言开发的插件式、跨平台GIS应用软件，提供了数据管理、数据处理、空间分析、地图制图出图、处理自动化、三维等功能，并且结合Spark、AI等新技术，提供了分布式数据管理与分析、流数据管理、视频地图与分析、地图大屏、机器学习、Python等新功能，以及国产化替代方案相关的数据迁移功能，同时提供了灵活的开发框架和辅助控件，便于用户二次开发。",,55480668c2264e50ba1aeede6ec82e62,,https://s3.datadex.cn/uploads/0624e5082db84dd796d5ca4273989ab0/20221008113246/logo.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=rqErGtLyp5eP38F7%2F20260124%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260124T134142Z&X-Amz-Expires=18000&X-Amz-SignedHeaders=host&X-Amz-Signature=f4e35716fd7f1a3929ae4bcefc8e738cc3f111ebe3247f02ab15bcbea88254c6,SuperMap iDesktopX,,,,data_service,,,,,,,,,,,,,,,1002,,,,1,2022-11-25 16:03:42,,,,
,,,,3,,,,海南数据产品超市(上架代理),,,,3,,,,,,,,,,,-1.00,,2022-08-16 10:04:58,,,,,,,,,,,,,,,,,,,0,为企业、政府部门、金融机构提供民生保障等类原始数据服务，供用户直接用于数据分析、业务系统对接等场景的数据支撑服务。,,039e7c749a604ef6b756348c56b37332,,https://s3.datadex.cn/uploads/c3fac49d12624d2cac7cec9d9c00ccc5/20221124181249/2.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=rqErGtLyp5eP38F7%2F20260124%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260124T134142Z&X-Amz-Expires=18000&X-Amz-SignedHeaders=host&X-Amz-Signature=58122606763dc9158e2ecf3915d8197d2a6586abf3ea4e4db9f33c5da589335e,民生保障接口zy,,,,data_service,,,,,,,,,,,,,,,1002,,,,1,2022-11-25 15:24:34,,,,
,,,,0,,,,北京金堤征信服务有限公司,,,,0,,,,,,,,,,,10.00,,2022-08-29 14:50:05,,,,,,,,,,,,,,,,,,,0,可以通过公司名称或ID获取相关私募基金诚信信息，包括机构信息最后更新时间、特别提示信息。,,b3faf35ef86c4c13ab3c720a8811d1ee,,https://s3.datadex.cn/uploads/b46251e2260d4f30b5142e5c76370eea/20220919171445/API%E4%BA%A7%E5%93%81%E5%9B%BE%E7%89%87.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=rqErGtLyp5eP38F7%2F20260124%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260124T134142Z&X-Amz-Expires=18000&X-Amz-SignedHeaders=host&X-Amz-Signature=da8b06312be07af4dc25ab7a87bea7b6a76f912b6f472595afa43a892f1fbbc9,诚信信息,,,,data_service,,,,,,,,,,,,,,,1002,,,,1,2022-11-25 15:23:53,,,,
,,,,0,,,,北京金堤征信服务有限公司,,,,0,,,,,,,,,,,15.00,,2022-08-29 14:51:26,,,,,,,,,,,,,,,,,,,0,可以通过投资机构名称获取投资机构投资动态信息，包括投资产品名称、所属公司、参与轮次、投资时间、投资金额、相关新闻标题等字段的详细信息,,bc34f6137ae147568589fa488d83192c,,https://s3.datadex.cn/uploads/b46251e2260d4f30b5142e5c76370eea/20221125152234/22.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=rqErGtLyp5eP38F7%2F20260124%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260124T134142Z&X-Amz-Expires=18000&X-Amz-SignedHeaders=host&X-Amz-Signature=6578263861f252a4a61867e9ac30763280cf29ff3b127913a677cae3cc50af91,投资动态,,,,data_service,,,,,,,,,,,,,,,1002,,,,1,2022-11-25 15:22:55,,,,
,,,,0,,,,银联商务股份有限公司海南分公司,,,,0,,,,,,,,,,,65000000.00,,2022-06-28 10:04:23,,,,,,,,,,,,,,,,,,,0,通过海量用户的消费数据分析，统计各行业消费人群的数据如：年龄、籍贯、人群流向等。结合客户定制化需求（以客户所关注的内容为主，如：消费人群来自什么省份、年龄段、名下有无车等），多维度评估行业现状，以分析报告的形式输出商贸行业消费分析报告。,,fcea543b30044f1d8ea32e5368cd6870,,https://s3.datadex.cn/uploads/b46251e2260d4f30b5142e5c76370eea/20220919154817/%E5%95%86%E8%B4%B8%E8%A1%8C%E4%B8%9A%E6%B6%88%E8%B4%B9%E5%8F%98%E5%8A%A8%E8%B6%8B%E5%8A%BF.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=rqErGtLyp5eP38F7%2F20260124%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260124T133003Z&X-Amz-Expires=18000&X-Amz-SignedHeaders=host&X-Amz-Signature=01f4454d3243bd18f292d77d126531e6044f9734f2080f1814d40bcabad724d0,商贸行业消费分析报告,,,,data_analysis_report,,,,,,,,,,,,,,,1002,,,,1,2022-11-25 15:20:24,,,,
,,,,0,,,,银联商务股份有限公司海南分公司,,,,0,,,,,,,,,,,-1.00,,2022-06-28 10:07:09,,,,,,,,,,,,,,,,,,,0,辅助金融机构把控借贷类业务风险，通过识别身份证、手机号、卡号（至少上送其二，支持上送多个），结合政务数据以及银行侧数据。首先识别个人信息是否存在错误。其次识别是否存在其他银行重复抵押的情况。通过历史借贷行为等多维度判断是否为黑名单客户。,,83b91a0266a74c36b4fbe55993ab6503,,https://s3.datadex.cn/uploads/b46251e2260d4f30b5142e5c76370eea/20220919113446/%E5%A4%9A%E5%A4%B4%E5%80%9F%E8%B4%B7%EF%BC%88%E9%BB%91%E5%90%8D%E5%8D%95%20%E7%81%B0%E5%90%8D%E5%8D%95%20%E5%8F%8D%E6%AC%BA%E8%AF%88%E5%88%86%EF%BC%89%20%E9%93%B6%E6%9D%8F%E7%BB%BC%E5%90%88%E5%88%86.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=rqErGtLyp5eP38F7%2F20260124%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260124T134142Z&X-Amz-Expires=18000&X-Amz-SignedHeaders=host&X-Amz-Signature=d4c3f56d5f08ccb7b3bc224f7b7881b32f5d9c12b7b4923a1b155426a2bd38fe,多头借贷黑名单,,,,data_service,,,,,,,,,,,,,,,1002,,,,1,2022-11-25 15:19:39,,,,
,,,,0,,,,锦誉征信服务（海南）有限公司,,,,0,,,,,,,,,,,-1.00,,2022-03-22 20:02:21,,,,,,,,,,,,,,,,,,,0,对于融资客户提供的银行流水材料进行分析，通过流水验证和流水分析对客户的经营情况进行研判,,df1e0c2a43b34f3fa10e53f24b686fa7,,https://s3.datadex.cn/uploads/1ff882f6e5c94efb90c1a952971d7b71/20220322211056/ico_%E5%AE%A2%E6%88%B7%E7%8E%B0%E9%87%91%E6%B5%81%E5%88%86%E6%9E%90%E6%8A%A5%E5%91%8A.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=rqErGtLyp5eP38F7%2F20260124%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260124T134142Z&X-Amz-Expires=18000&X-Amz-SignedHeaders=host&X-Amz-Signature=0dcf65b50493d349c2a669ae38ff31b680768230f972abf8c6287a889f362791,客户现金流分析报告,,,,data_service,,,,,,,,,,,,,,,1002,,,,1,2022-11-25 15:16:25,,,,
,,,,2,,,,北京金堤征信服务有限公司,,,,2,,,,,,,,,,,20.00,,2022-08-29 14:50:51,,,,,,,,,,,,,,,,,,,0,可以通过关键字（公司名称、公司id、注册号或社会统一信用代码）获取企业相关天眼风险列表，包括企业自身/周边/预警风险信息,,bdece329808c44cfa97db9259d60ea27,,https://s3.datadex.cn/uploads/b46251e2260d4f30b5142e5c76370eea/20221125143818/22.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=rqErGtLyp5eP38F7%2F20260124%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260124T134142Z&X-Amz-Expires=18000&X-Amz-SignedHeaders=host&X-Amz-Signature=2a7f61095d4178e614f50c3bcded7726d5d21b79f63f4969e6b5f8ed603db379,企业天眼风险,,,,data_service,,,,,,,,,,,,,,,1002,,,,1,2022-11-25 15:13:25,,,,
,,,,0,,,,银联商务股份有限公司海南分公司,,,,0,,,,,,,,,,,4000000.00,,2022-06-28 10:04:30,,,,,,,,,,,,,,,,,,,0,"输入身份证、姓名,调用摄像头,反馈结果一致/不一致",,609faed0857e46e2af4e8f8ee9d34dac,,https://s3.datadex.cn/uploads/b46251e2260d4f30b5142e5c76370eea/20220919154746/%E4%BA%BA%E8%84%B8%E6%B4%BB%E4%BD%93%E4%BA%BA%E5%83%8F%E6%AF%94%E5%AF%B9%E4%BA%A7%E5%93%81.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=rqErGtLyp5eP38F7%2F20260124%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260124T134143Z&X-Amz-Expires=18000&X-Amz-SignedHeaders=host&X-Amz-Signature=10d323e7b5e713b9bc774ea5e84b5e9f546c9044b29267509bf297b5fbba3dbc,人脸活体人像比对产品,,,,data_service,,,,,,,,,,,,,,,1002,,,,1,2022-11-25 11:55:45,,,,
,,,,1,,,,银联商务股份有限公司海南分公司,,,,1,,,,,,,,,,,150.00,,2022-06-28 10:07:01,,,,,,,,,,,,,,,,,,,0,"银行卡号：发卡行名称
银行卡号、地区代码：一致/不一致",,7ecf27f327dc4c408e05e1d383e17e22,,https://s3.datadex.cn/uploads/b46251e2260d4f30b5142e5c76370eea/20220919155529/%E9%93%B6%E8%A1%8C%E5%8D%A1%E5%8F%91%E5%8D%A1%E8%A1%8C%E6%9F%A5%E8%AF%A2%20%E9%93%B6%E8%A1%8C%E5%8D%A1%E5%8F%91%E5%8D%A1%E5%B1%9E%E5%9C%B0%E9%AA%8C%E8%AF%81.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=rqErGtLyp5eP38F7%2F20260124%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260124T134855Z&X-Amz-Expires=18000&X-Amz-SignedHeaders=host&X-Amz-Signature=9481dd50c9011b2d5af7bd0976e7f5488dff00fdedd40d9b2b60370c0f81635e,银行卡发卡行查询 银行卡发卡属地验证,,,,data_service,,,,,,,,,,,,,,,1002,,,,1,2022-11-25 11:55:20,,,,
,,,,0,,,,阿波罗智联（北京）科技有限公司,,,,0,,,,,,,,,,,-1.00,,2022-09-20 12:31:31,,,,,,,,,,,,,,,,,,,0,百度一键护航定位于为特种车辆应急出行提供一路绿灯的护航方案，实现从特种车辆闯红灯到不闯灯也能实现最快到达且效率更高的一次变革。方案依托最优路径规划+C端语音播报+信号自动放行的整体闭环能力，为特种车辆提供最佳线路导航和路口信号自动绿灯通行服务，为社会车辆提供导航语音避让提醒服务，交警客户可在指挥中心大屏实时查看特种车辆导航定位及实时导航线路，无需手动控制路口信号，便可轻松应对。,,aa108b01115f47e4bd43b63c30ddbc2c,,https://s3.datadex.cn/uploads/6bab3299e5d740b8ad01b67918bb83e7/20220919103145/%E9%87%8D%E7%82%B9%E8%BD%A6%E8%BE%86%E4%B8%80%E9%94%AE%E6%8A%A4%E8%88%AA1.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=rqErGtLyp5eP38F7%2F20260124%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260124T134855Z&X-Amz-Expires=18000&X-Amz-SignedHeaders=host&X-Amz-Signature=5f4e5c5d75d29c532bb3ccd78d0fd4f587988ed93d7bbb2c0f55c93650e28a77,重点车辆一键护航,,,,general_app,,,,,,,,,,,,,,,1002,,,,1,2022-11-15 16:21:50,,,,
